"cancer","category","rf","cor","pvalue","p.adj","sign","group","group2"
"Lung","Education","level 3",-0.167340547949907,0.302027901103316,0.317129296158482,"neg","Social","Education"
"Lung","Education","level 4",0.394777329100509,0.0117040278226221,0.0144579167220625,"pos","Social","Education"
"Lung","Education","level 5",0.00743909855199146,0.963662828879074,0.963662828879074,"pos","Social","Education"
"Lung","Education","level 6",-0.348674055516795,0.027454497327938,0.0320302468825944,"neg","Social","Education"
"Lung","Education","level 7",-0.512166929217163,0.000729005041050649,0.00255151764367727,"neg","Social","Education"
"Lung","Education","level 8",-0.445271104133569,0.00398755078775339,0.00697821387856843,"neg","Social","Education"
"Lung","Education","level 9",-0.501435781581466,0.000980255695265041,0.00271713580923698,"neg","Social","Education"
"Lung","Education","≥ level 1",-0.520625369450877,0.000573254105152649,0.00255151764367727,"neg","Social","Education"
"Lung","Education","≥ level 10",-0.322026463973786,0.042720920866891,0.0472178599055112,"neg","Social","Education"
"Lung","Education","≥ level 2",-0.495030205988802,0.00116448677538728,0.00271713580923698,"neg","Social","Education"
"Lung","Education","≥ level 3",-0.490037076485444,0.00132874411813409,0.0027903626480816,"neg","Social","Education"
"Lung","Education","≥ level 4",-0.529948080273651,0.000436625064376351,0.00255151764367727,"neg","Social","Education"
"Lung","Education","≥ level 5",-0.515540346786772,0.000662863454816143,0.00255151764367727,"neg","Social","Education"
"Lung","Education","≥ level 6",-0.517061869798456,0.000634824186836657,0.00255151764367727,"neg","Social","Education"
"Lung","Education","≥ level 7",-0.49748947850101,0.00109041049314442,0.00271713580923698,"neg","Social","Education"
"Lung","Education","≥ level 8",-0.474809990569825,0.00196329281325311,0.00374810446166502,"neg","Social","Education"
"Lung","Education","≥ level 9",-0.426463439608069,0.00606825626103901,0.00849555876545461,"neg","Social","Education"
"Melanoma","Education","No qualification",0.264167950902543,0.0995224376270873,0.291983685355672,"pos","Social","Education"
"Melanoma","Education","level 1",0.283521001734336,0.0762513787494345,0.291983685355672,"pos","Social","Education"
"Melanoma","Education","level 10",-0.182930381595776,0.258546954441289,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","level 2",0.175730671068293,0.278079700338735,0.291983685355672,"pos","Social","Education"
"Melanoma","Education","level 3",-0.356560310814509,0.023922079152716,0.251181831103518,"neg","Social","Education"
"Melanoma","Education","level 4",0.232749381690362,0.148375678460082,0.291983685355672,"pos","Social","Education"
"Melanoma","Education","level 5",-0.377321870447396,0.0163865237128802,0.251181831103518,"neg","Social","Education"
"Melanoma","Education","level 6",-0.0373823180291473,0.818861611415684,0.818861611415684,"neg","Social","Education"
"Melanoma","Education","level 7",-0.180197648046942,0.265850413100126,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","level 8",-0.186272407935465,0.249798203967881,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","level 9",-0.178603717823662,0.270172664143971,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 1",-0.264167950902543,0.0995224376270871,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 10",-0.19465882443309,0.228726312457139,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 2",-0.273189292380861,0.0880773758261429,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 3",-0.264056755937193,0.0996702836029138,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 4",-0.22150078029329,0.169564760480412,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 5",-0.228399506808552,0.156326363746006,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 6",-0.206291915057182,0.201559366519309,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 7",-0.203601555878546,0.207631495816667,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 8",-0.217798410605769,0.176993357589124,0.291983685355672,"neg","Social","Education"
"Melanoma","Education","≥ level 9",-0.204872384984465,0.20474756041813,0.291983685355672,"neg","Social","Education"
"Non-Hodgkin lymphoma","Education","No qualification",-0.00455898261566337,0.977726484518074,0.985939928548844,"neg","Social","Education"
"Non-Hodgkin lymphoma","Education","level 1",-0.00287762445899254,0.985939928548844,0.985939928548844,"neg","Social","Education"
"Non-Hodgkin lymphoma","Education","level 10",0.0959103733578571,0.556052262388739,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","level 2",-0.0429316776400262,0.792523621024223,0.985939928548844,"neg","Social","Education"
"Non-Hodgkin lymphoma","Education","level 3",-0.113929418728855,0.48393447382549,0.985939928548844,"neg","Social","Education"
"Non-Hodgkin lymphoma","Education","level 4",-0.0179828444872317,0.912301676818169,0.985939928548844,"neg","Social","Education"
"Non-Hodgkin lymphoma","Education","level 5",0.0981150367095883,0.546965807862009,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","level 6",0.0942201476162381,0.56306599375601,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","level 7",-0.0532439985957476,0.744198886759219,0.985939928548844,"neg","Social","Education"
"Non-Hodgkin lymphoma","Education","level 8",0.0746932243077485,0.646907616530405,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","level 9",0.0619100177028163,0.704315427418084,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 1",0.00455898261566334,0.977726484518074,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 10",0.0811350498943104,0.618700287313933,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 2",0.00403373755969117,0.980292105411721,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 3",0.0091580544409521,0.955274036752677,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 4",0.0380541246154306,0.815662055875317,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 5",0.0350426849136668,0.830026680891718,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 6",0.0292432161951699,0.857840541097815,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 7",0.0243877962334897,0.881259283872265,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 8",0.0858238516627692,0.598499987243907,0.985939928548844,"pos","Social","Education"
"Non-Hodgkin lymphoma","Education","≥ level 9",0.0800653195589677,0.623348637192712,0.985939928548844,"pos","Social","Education"
"Ovarian","Education","No qualification",-0.0810938579891825,0.618879011182372,0.808313149311323,"neg","Social","Education"
"Ovarian","Education","level 1",-0.0406841539529518,0.80316505945247,0.843323312425093,"neg","Social","Education"
"Ovarian","Education","level 10",0.109717480030866,0.500343497743923,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","level 2",-0.0281026385502375,0.863331769219599,0.863331769219599,"neg","Social","Education"
"Ovarian","Education","level 3",-0.137275203541039,0.398287722563714,0.808313149311323,"neg","Social","Education"
"Ovarian","Education","level 4",-0.0725858944223059,0.65624442069229,0.808313149311323,"neg","Social","Education"
"Ovarian","Education","level 5",-0.269028587881213,0.0932223080802078,0.808313149311323,"neg","Social","Education"
"Ovarian","Education","level 6",0.192534869879379,0.233944251948026,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","level 7",0.147168180160618,0.364826569244454,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","level 8",-0.10474012091123,0.520093170954599,0.808313149311323,"neg","Social","Education"
"Ovarian","Education","level 9",0.056023115493004,0.731330944615007,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 1",0.0810938579891825,0.618879011182372,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 10",0.204693390028548,0.205152058928319,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 2",0.0682025349794561,0.67583006677117,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 3",0.0638665881756798,0.695413376486623,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 4",0.107325407875303,0.509787085417333,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 5",0.103002930517108,0.527075811767138,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 6",0.119320530601694,0.463347746714287,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 7",0.109164964434251,0.502516816254934,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 8",0.076421484817145,0.639289871229981,0.808313149311323,"pos","Social","Education"
"Ovarian","Education","≥ level 9",0.15942149300365,0.325803960513019,0.808313149311323,"pos","Social","Education"
"Pancreas","Education","No qualification",-0.0522302554955539,0.748910075355345,0.966098075123209,"neg","Social","Education"
"Pancreas","Education","level 1",-0.029807989189421,0.855123908440579,0.9849680978312,"neg","Social","Education"
"Pancreas","Education","level 10",-0.0199358248105835,0.902820550831095,0.9849680978312,"neg","Social","Education"
"Pancreas","Education","level 2",-0.078186194994417,0.631548973409852,0.966098075123209,"neg","Social","Education"
"Pancreas","Education","level 3",-0.0660687460007225,0.685441987938618,0.966098075123209,"neg","Social","Education"
"Pancreas","Education","level 4",-0.154679335215336,0.340585470148912,0.966098075123209,"neg","Social","Education"
"Pancreas","Education","level 5",-0.00307654743343745,0.9849680978312,0.9849680978312,"neg","Social","Education"
"Pancreas","Education","level 6",0.0537521809692743,0.741840641964063,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","level 7",0.0727512279149857,0.655509999063771,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","level 8",0.00429851361956865,0.978998749729889,0.9849680978312,"pos","Social","Education"
"Pancreas","Education","level 9",0.0638096180672609,0.695672018497792,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 1",0.0522302554955541,0.748910075355344,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 10",0.161883463320546,0.318290332696765,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 2",0.0451451788148661,0.782079394147359,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 3",0.0500437350198272,0.759102012519318,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 4",0.0741176378908487,0.649452613194152,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 5",0.0910732192081923,0.576232439423832,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 6",0.0914474919273604,0.574659237578529,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 7",0.0883841264583218,0.587592579153821,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 8",0.0989162705792329,0.543681121378346,0.966098075123209,"pos","Social","Education"
"Pancreas","Education","≥ level 9",0.134369033865325,0.40844404213408,0.966098075123209,"pos","Social","Education"
"Prostate","Education","No qualification",0.10970249907345,0.500402362111828,0.716390784541636,"pos","Social","Education"
"Prostate","Education","level 1",0.0767787536007543,0.637719630377268,0.750459314024515,"pos","Social","Education"
"Prostate","Education","level 10",0.0745568814042986,0.647510109652517,0.750459314024515,"pos","Social","Education"
"Prostate","Education","level 2",0.145796120131795,0.369363750009872,0.716390784541636,"pos","Social","Education"
"Prostate","Education","level 3",0.144002150293745,0.375346651599739,0.716390784541636,"pos","Social","Education"
"Prostate","Education","level 4",0.0426872521961797,0.79367915266726,0.833363110300623,"pos","Social","Education"
"Prostate","Education","level 5",0.0983938948304846,0.545821550126961,0.716390784541636,"pos","Social","Education"
"Prostate","Education","level 6",0.0336934833157591,0.836480424606447,0.836480424606447,"pos","Social","Education"
"Prostate","Education","level 7",-0.170467274348824,0.292953755065771,0.716390784541636,"neg","Social","Education"
"Prostate","Education","level 8",0.128372877555726,0.429860469810083,0.716390784541636,"pos","Social","Education"
"Prostate","Education","level 9",-0.0675004930243155,0.678986998403132,0.750459314024515,"neg","Social","Education"
"Prostate","Education","≥ level 1",-0.10970249907345,0.500402362111829,0.716390784541636,"neg","Social","Education"
"Prostate","Education","≥ level 10",-0.319126217305127,0.0447332675907324,0.716390784541636,"neg","Social","Education"
"Prostate","Education","≥ level 2",-0.0996093281701426,0.540847528478074,0.716390784541636,"neg","Social","Education"
"Prostate","Education","≥ level 3",-0.106934406198268,0.511339175802054,0.716390784541636,"neg","Social","Education"
"Prostate","Education","≥ level 4",-0.159055392649659,0.326930629396306,0.716390784541636,"neg","Social","Education"
"Prostate","Education","≥ level 5",-0.140274502874917,0.387960700984482,0.716390784541636,"neg","Social","Education"
"Prostate","Education","≥ level 6",-0.146456660638491,0.367175261671942,0.716390784541636,"neg","Social","Education"
