DHB,year,sex,cancer,incidence_num,incidence_rate
Whanganui,2013,Male,Non-Hodgkin lymphoma,5,0
All New Zealand,2013,Male,Pancreas,259,7.7
Auckland,2013,Male,Pancreas,17,6.1
Bay of Plenty,2013,Male,Pancreas,25,12
Canterbury,2013,Male,Pancreas,23,5.7
Capital & Coast,2013,Male,Pancreas,16,8.3
Counties Manukau,2013,Male,Pancreas,20,6.9
Hawke's Bay,2013,Male,Pancreas,6,4.4
Hutt Valley,2013,Male,Pancreas,12,11.8
Lakes,2013,Male,Pancreas,9,11.1
MidCentral,2013,Male,Pancreas,10,7.2
Nelson Marlborough,2013,Male,Pancreas,9,6.5
Northland,2013,Male,Pancreas,18,10.6
South Canterbury,2013,Male,Pancreas,6,10.2
Southern,2013,Male,Pancreas,13,5.3
Tairawhiti,2013,Male,Pancreas,3,0
Taranaki,2013,Male,Pancreas,9,9.3
Waikato,2013,Male,Pancreas,15,5.3
Wairarapa,2013,Male,Pancreas,4,0
Waitemata,2013,Male,Pancreas,28,7.4
West Coast,2013,Male,Pancreas,3,0
Whanganui,2013,Male,Pancreas,11,21.3
All New Zealand,2013,Male,Prostate,3196,97.2
Auckland,2013,Male,Prostate,246,91.5
Bay of Plenty,2013,Male,Prostate,159,87
Canterbury,2013,Male,Prostate,483,126.4
Capital & Coast,2013,Male,Prostate,172,92.6
Counties Manukau,2013,Male,Prostate,260,88.6
Hawke's Bay,2013,Male,Prostate,121,88.6
Hutt Valley,2013,Male,Prostate,78,77.2
Lakes,2013,Male,Prostate,67,85.9
MidCentral,2013,Male,Prostate,145,105.5
Nelson Marlborough,2013,Male,Prostate,128,91.9
Northland,2013,Male,Prostate,153,101.2
South Canterbury,2013,Male,Prostate,59,98.9
Southern,2013,Male,Prostate,217,87
Tairawhiti,2013,Male,Prostate,36,106.4
Taranaki,2013,Male,Prostate,101,110.6
Waikato,2013,Male,Prostate,258,91.4
Wairarapa,2013,Male,Prostate,55,135.9
Waitemata,2013,Male,Prostate,351,92.9
West Coast,2013,Male,Prostate,33,103.2
Whanganui,2013,Male,Prostate,64,116.9
All New Zealand,2013,Male,Testis,137,6.8
Auckland,2013,Male,Testis,9,3.6
Bay of Plenty,2013,Male,Testis,7,8.6
Canterbury,2013,Male,Testis,17,6.7
Capital & Coast,2013,Male,Testis,8,5.6
Counties Manukau,2013,Male,Testis,9,3.8
Hawke's Bay,2013,Male,Testis,7,11.5
Hutt Valley,2013,Male,Testis,4,0
Lakes,2013,Male,Testis,5,0
MidCentral,2013,Male,Testis,6,8
Nelson Marlborough,2013,Male,Testis,3,0
Northland,2013,Male,Testis,7,14
South Canterbury,2013,Male,Testis,3,0
Southern,2013,Male,Testis,10,6.8
Tairawhiti,2013,Male,Testis,2,0
Taranaki,2013,Male,Testis,6,11.8
Waikato,2013,Male,Testis,13,8.4
Wairarapa,2013,Male,Testis,1,0
Waitemata,2013,Male,Testis,19,7.6
West Coast,2013,Male,Testis,1,0
All New Zealand,2014,Male,Bladder,323,9.1
Auckland,2014,Male,Bladder,17,6.1
Bay of Plenty,2014,Male,Bladder,22,9.6
Canterbury,2014,Male,Bladder,34,8.6
Capital & Coast,2014,Male,Bladder,26,13.1
Counties Manukau,2014,Male,Bladder,23,7.8
Hawke's Bay,2014,Male,Bladder,12,7.6
Hutt Valley,2014,Male,Bladder,11,10
Lakes,2014,Male,Bladder,11,12.5
MidCentral,2014,Male,Bladder,16,10.9
Nelson Marlborough,2014,Male,Bladder,20,12.7
Northland,2014,Male,Bladder,11,7.6
South Canterbury,2014,Male,Bladder,9,13.3
Southern,2014,Male,Bladder,21,7.4
Tairawhiti,2014,Male,Bladder,2,0
Taranaki,2014,Male,Bladder,12,11.9
Waikato,2014,Male,Bladder,21,6.7
Wairarapa,2014,Male,Bladder,4,0
Waitemata,2014,Male,Bladder,41,10.2
West Coast,2014,Male,Bladder,4,0
Whanganui,2014,Male,Bladder,6,10.2
All New Zealand,2014,Male,Colorectal,1699,50.7
Auckland,2014,Male,Colorectal,121,44.6
Bay of Plenty,2014,Male,Colorectal,98,48.8
Canterbury,2014,Male,Colorectal,220,55.8
Capital & Coast,2014,Male,Colorectal,109,58
Counties Manukau,2014,Male,Colorectal,137,46
Hawke's Bay,2014,Male,Colorectal,60,45.3
Hutt Valley,2014,Male,Colorectal,47,45.7
Lakes,2014,Male,Colorectal,29,36.4
MidCentral,2014,Male,Colorectal,78,54.1
Nelson Marlborough,2014,Male,Colorectal,67,49.2
Northland,2014,Male,Colorectal,69,44.4
South Canterbury,2014,Male,Colorectal,28,45.9
Southern,2014,Male,Colorectal,168,65.1
Tairawhiti,2014,Male,Colorectal,14,38.6
Taranaki,2014,Male,Colorectal,46,48.5
Waikato,2014,Male,Colorectal,146,50.1
Wairarapa,2014,Male,Colorectal,22,49.5
Waitemata,2014,Male,Colorectal,188,49.2
West Coast,2014,Male,Colorectal,19,61.3
Whanganui,2014,Male,Colorectal,28,52
All New Zealand,2014,Male,Kidney,403,12.5
Auckland,2014,Male,Kidney,28,10.2
Bay of Plenty,2014,Male,Kidney,14,7.6
Canterbury,2014,Male,Kidney,50,13.4
Capital & Coast,2014,Male,Kidney,27,14.3
Counties Manukau,2014,Male,Kidney,33,11.3
Hawke's Bay,2014,Male,Kidney,9,6.8
Hutt Valley,2014,Male,Kidney,17,18.3
Lakes,2014,Male,Kidney,9,12.6
MidCentral,2014,Male,Kidney,29,20.5
Nelson Marlborough,2014,Male,Kidney,14,11.2
Northland,2014,Male,Kidney,19,11.7
South Canterbury,2014,Male,Kidney,7,10.9
Southern,2014,Male,Kidney,34,13.9
Tairawhiti,2014,Male,Kidney,2,0
Taranaki,2014,Male,Kidney,10,12.7
Waikato,2014,Male,Kidney,33,12.5
Wairarapa,2014,Male,Kidney,5,0
Waitemata,2014,Male,Kidney,48,12.8
West Coast,2014,Male,Kidney,4,0
Whanganui,2014,Male,Kidney,8,14.2
All New Zealand,2014,Male,Leukaemia,410,13.7
Auckland,2014,Male,Leukaemia,29,11.5
Bay of Plenty,2014,Male,Leukaemia,25,16
Canterbury,2014,Male,Leukaemia,44,11.9
Capital & Coast,2014,Male,Leukaemia,26,15.7
Counties Manukau,2014,Male,Leukaemia,37,13.3
Hawke's Bay,2014,Male,Leukaemia,22,18.1
Hutt Valley,2014,Male,Leukaemia,9,10.6
Lakes,2014,Male,Leukaemia,9,16.5
MidCentral,2014,Male,Leukaemia,16,13.8
Nelson Marlborough,2014,Male,Leukaemia,15,11.9
Northland,2014,Male,Leukaemia,22,16.1
South Canterbury,2014,Male,Leukaemia,8,14.7
Southern,2014,Male,Leukaemia,24,9.8
Tairawhiti,2014,Male,Leukaemia,2,0
Taranaki,2014,Male,Leukaemia,14,18.4
Waikato,2014,Male,Leukaemia,38,14.1
Wairarapa,2014,Male,Leukaemia,6,13.4
Waitemata,2014,Male,Leukaemia,51,14.5
West Coast,2014,Male,Leukaemia,5,0
Whanganui,2014,Male,Leukaemia,6,15.2
All New Zealand,2014,Male,Lung,1198,34.7
Auckland,2014,Male,Lung,84,30
Bay of Plenty,2014,Male,Lung,85,41.5
Canterbury,2014,Male,Lung,133,32
Capital & Coast,2014,Male,Lung,53,27.2
Counties Manukau,2014,Male,Lung,119,39.1
Hawke's Bay,2014,Male,Lung,58,42.1
Hutt Valley,2014,Male,Lung,35,34
Lakes,2014,Male,Lung,31,40.5
MidCentral,2014,Male,Lung,47,31.6
Nelson Marlborough,2014,Male,Lung,35,23.1
Northland,2014,Male,Lung,61,39.6
South Canterbury,2014,Male,Lung,15,23.2
Southern,2014,Male,Lung,88,34.2
Tairawhiti,2014,Male,Lung,14,40.8
Taranaki,2014,Male,Lung,37,38.7
Waikato,2014,Male,Lung,116,38.4
Wairarapa,2014,Male,Lung,11,23.5
Waitemata,2014,Male,Lung,136,34.3
West Coast,2014,Male,Lung,12,37
Whanganui,2014,Male,Lung,25,44
All New Zealand,2014,Male,Melanoma,1255,39.2
Auckland,2014,Male,Melanoma,106,38.7
Bay of Plenty,2014,Male,Melanoma,94,50.7
Canterbury,2014,Male,Melanoma,162,43.9
Capital & Coast,2014,Male,Melanoma,61,32.5
Counties Manukau,2014,Male,Melanoma,96,32.3
Hawke's Bay,2014,Male,Melanoma,27,22.7
Hutt Valley,2014,Male,Melanoma,34,34.3
Lakes,2014,Male,Melanoma,23,29.1
MidCentral,2014,Male,Melanoma,60,45.3
Nelson Marlborough,2014,Male,Melanoma,38,30.1
Northland,2014,Male,Melanoma,58,39.8
South Canterbury,2014,Male,Melanoma,25,42.8
Southern,2014,Male,Melanoma,96,41.6
Tairawhiti,2014,Male,Melanoma,7,23
Taranaki,2014,Male,Melanoma,44,50.2
Waikato,2014,Male,Melanoma,110,39.3
Wairarapa,2014,Male,Melanoma,22,59.1
Waitemata,2014,Male,Melanoma,171,45.8
West Coast,2014,Male,Melanoma,7,34.5
Whanganui,2014,Male,Melanoma,13,26.5
All New Zealand,2014,Male,Non-Hodgkin lymphoma,448,14.4
Auckland,2014,Male,Non-Hodgkin lymphoma,35,13.3
Bay of Plenty,2014,Male,Non-Hodgkin lymphoma,29,18.7
Canterbury,2014,Male,Non-Hodgkin lymphoma,61,16.7
Capital & Coast,2014,Male,Non-Hodgkin lymphoma,24,13.4
Counties Manukau,2014,Male,Non-Hodgkin lymphoma,44,15.3
Hawke's Bay,2014,Male,Non-Hodgkin lymphoma,11,8.7
Hutt Valley,2014,Male,Non-Hodgkin lymphoma,14,13.6
Lakes,2014,Male,Non-Hodgkin lymphoma,8,9.8
MidCentral,2014,Male,Non-Hodgkin lymphoma,20,14
Nelson Marlborough,2014,Male,Non-Hodgkin lymphoma,16,11
Northland,2014,Male,Non-Hodgkin lymphoma,27,20.1
South Canterbury,2014,Male,Non-Hodgkin lymphoma,6,9.9
Southern,2014,Male,Non-Hodgkin lymphoma,28,12.7
Tairawhiti,2014,Male,Non-Hodgkin lymphoma,8,24
Taranaki,2014,Male,Non-Hodgkin lymphoma,12,13.5
Waikato,2014,Male,Non-Hodgkin lymphoma,48,17.2
Wairarapa,2014,Male,Non-Hodgkin lymphoma,5,0
Waitemata,2014,Male,Non-Hodgkin lymphoma,43,11.7
West Coast,2014,Male,Non-Hodgkin lymphoma,2,0
Whanganui,2014,Male,Non-Hodgkin lymphoma,5,0
All New Zealand,2014,Male,Pancreas,280,8.2
Auckland,2014,Male,Pancreas,21,7.7
Bay of Plenty,2014,Male,Pancreas,17,8.7
Canterbury,2014,Male,Pancreas,31,7.9
Capital & Coast,2014,Male,Pancreas,13,6.5
Counties Manukau,2014,Male,Pancreas,27,9
Hawke's Bay,2014,Male,Pancreas,12,7.9
Hutt Valley,2014,Male,Pancreas,11,11.3
Lakes,2014,Male,Pancreas,5,0
MidCentral,2014,Male,Pancreas,7,4.7
Nelson Marlborough,2014,Male,Pancreas,18,12.8
Northland,2014,Male,Pancreas,14,8.5
South Canterbury,2014,Male,Pancreas,11,17.9
Southern,2014,Male,Pancreas,20,8.7
Tairawhiti,2014,Male,Pancreas,6,15.5
Taranaki,2014,Male,Pancreas,3,0
Waikato,2014,Male,Pancreas,20,6.7
Wairarapa,2014,Male,Pancreas,4,0
Waitemata,2014,Male,Pancreas,31,7.4
West Coast,2014,Male,Pancreas,4,0
Whanganui,2014,Male,Pancreas,5,0
All New Zealand,2014,Male,Prostate,3199,94
Auckland,2014,Male,Prostate,218,78.7
Bay of Plenty,2014,Male,Prostate,189,93.9
Canterbury,2014,Male,Prostate,431,109.2
Capital & Coast,2014,Male,Prostate,202,105.4
Counties Manukau,2014,Male,Prostate,249,81.5
Hawke's Bay,2014,Male,Prostate,140,98.7
Hutt Valley,2014,Male,Prostate,127,124.7
Lakes,2014,Male,Prostate,77,94
MidCentral,2014,Male,Prostate,139,98
Nelson Marlborough,2014,Male,Prostate,134,96.7
Northland,2014,Male,Prostate,140,87.8
South Canterbury,2014,Male,Prostate,55,90.1
Southern,2014,Male,Prostate,242,94.9
Tairawhiti,2014,Male,Prostate,44,124.4
Taranaki,2014,Male,Prostate,79,80.1
Waikato,2014,Male,Prostate,254,85.7
Wairarapa,2014,Male,Prostate,47,108.6
Waitemata,2014,Male,Prostate,345,88.5
West Coast,2014,Male,Prostate,27,82
Whanganui,2014,Male,Prostate,55,99.6
All New Zealand,2014,Male,Testis,151,7.3
Auckland,2014,Male,Testis,19,7.5
Bay of Plenty,2014,Male,Testis,8,8.8
Canterbury,2014,Male,Testis,17,7.1
Capital & Coast,2014,Male,Testis,11,7.7
Counties Manukau,2014,Male,Testis,14,6.1
Hawke's Bay,2014,Male,Testis,9,15.4
Hutt Valley,2014,Male,Testis,2,0
Lakes,2014,Male,Testis,4,0
MidCentral,2014,Male,Testis,4,0
Nelson Marlborough,2014,Male,Testis,4,0
Northland,2014,Male,Testis,4,0
Southern,2014,Male,Testis,10,7.3
Tairawhiti,2014,Male,Testis,3,0
Taranaki,2014,Male,Testis,4,0
Waikato,2014,Male,Testis,18,10
Wairarapa,2014,Male,Testis,1,0
Waitemata,2014,Male,Testis,17,5.8
Whanganui,2014,Male,Testis,2,0
All New Zealand,2015,Male,Bladder,308,8.2
Auckland,2015,Male,Bladder,24,8.1
Bay of Plenty,2015,Male,Bladder,19,8.4
Canterbury,2015,Male,Bladder,36,8.1
Capital & Coast,2015,Male,Bladder,17,7.9
Counties Manukau,2015,Male,Bladder,20,6.3
Hawke's Bay,2015,Male,Bladder,10,6.3
Hutt Valley,2015,Male,Bladder,7,6.5
Lakes,2015,Male,Bladder,7,7.6
MidCentral,2015,Male,Bladder,16,10.9
Nelson Marlborough,2015,Male,Bladder,7,4.9
Northland,2015,Male,Bladder,21,11.8
South Canterbury,2015,Male,Bladder,8,10.4
Southern,2015,Male,Bladder,20,7
Tairawhiti,2015,Male,Bladder,2,0
Taranaki,2015,Male,Bladder,9,7.9
Waikato,2015,Male,Bladder,30,9
Wairarapa,2015,Male,Bladder,4,0
Waitemata,2015,Male,Bladder,41,9.6
West Coast,2015,Male,Bladder,4,0
Whanganui,2015,Male,Bladder,6,8.9
All New Zealand,2015,Male,Colorectal,1621,46.8
Auckland,2015,Male,Colorectal,133,46.8
Bay of Plenty,2015,Male,Colorectal,89,40.7
Canterbury,2015,Male,Colorectal,187,46.8
Capital & Coast,2015,Male,Colorectal,80,41
Counties Manukau,2015,Male,Colorectal,143,46.4
Hawke's Bay,2015,Male,Colorectal,74,51.8
Hutt Valley,2015,Male,Colorectal,49,46.3
Lakes,2015,Male,Colorectal,30,35.3
MidCentral,2015,Male,Colorectal,67,46.7
Nelson Marlborough,2015,Male,Colorectal,67,43.2
Northland,2015,Male,Colorectal,63,38.3
South Canterbury,2015,Male,Colorectal,31,52.4
Southern,2015,Male,Colorectal,175,66.6
Tairawhiti,2015,Male,Colorectal,20,57
Taranaki,2015,Male,Colorectal,52,54.5
Waikato,2015,Male,Colorectal,130,43.5
Wairarapa,2015,Male,Colorectal,21,48.2
Waitemata,2015,Male,Colorectal,162,41.3
West Coast,2015,Male,Colorectal,19,57.2
Whanganui,2015,Male,Colorectal,25,50.2
All New Zealand,2015,Male,Kidney,383,11.9
Auckland,2015,Male,Kidney,35,12.7
Bay of Plenty,2015,Male,Kidney,16,8.4
Canterbury,2015,Male,Kidney,49,13
Capital & Coast,2015,Male,Kidney,20,10.6
Counties Manukau,2015,Male,Kidney,39,12.9
Hawke's Bay,2015,Male,Kidney,18,13.1
Hutt Valley,2015,Male,Kidney,9,8.6
Lakes,2015,Male,Kidney,5,0
MidCentral,2015,Male,Kidney,13,9.6
Nelson Marlborough,2015,Male,Kidney,19,15
Northland,2015,Male,Kidney,23,16
South Canterbury,2015,Male,Kidney,3,0
Southern,2015,Male,Kidney,24,9.9
Tairawhiti,2015,Male,Kidney,3,0
Taranaki,2015,Male,Kidney,11,13.4
Waikato,2015,Male,Kidney,34,12.2
Wairarapa,2015,Male,Kidney,4,0
Waitemata,2015,Male,Kidney,40,10.9
West Coast,2015,Male,Kidney,3,0
Whanganui,2015,Male,Kidney,12,22.1
All New Zealand,2015,Male,Leukaemia,436,13.7
Auckland,2015,Male,Leukaemia,36,13.8
Bay of Plenty,2015,Male,Leukaemia,23,11
Canterbury,2015,Male,Leukaemia,50,14.1
Capital & Coast,2015,Male,Leukaemia,32,18.2
Counties Manukau,2015,Male,Leukaemia,48,16.4
Hawke's Bay,2015,Male,Leukaemia,20,14.3
Hutt Valley,2015,Male,Leukaemia,14,14.2
Lakes,2015,Male,Leukaemia,6,9
MidCentral,2015,Male,Leukaemia,10,8.8
Nelson Marlborough,2015,Male,Leukaemia,18,15.9
Northland,2015,Male,Leukaemia,21,14.1
South Canterbury,2015,Male,Leukaemia,4,0
Southern,2015,Male,Leukaemia,29,12.3
Tairawhiti,2015,Male,Leukaemia,5,0
Taranaki,2015,Male,Leukaemia,16,17.2
Waikato,2015,Male,Leukaemia,25,8.7
Wairarapa,2015,Male,Leukaemia,8,18.6
Waitemata,2015,Male,Leukaemia,61,16
West Coast,2015,Male,Leukaemia,5,0
Whanganui,2015,Male,Leukaemia,5,0
All New Zealand,2015,Male,Lung,1145,32
Auckland,2015,Male,Lung,82,28.6
Bay of Plenty,2015,Male,Lung,81,38.5
Canterbury,2015,Male,Lung,127,30.1
Capital & Coast,2015,Male,Lung,54,27.2
Counties Manukau,2015,Male,Lung,117,37.6
Hawke's Bay,2015,Male,Lung,49,32.6
Hutt Valley,2015,Male,Lung,27,26.5
Lakes,2015,Male,Lung,34,39.3
MidCentral,2015,Male,Lung,49,30.7
Nelson Marlborough,2015,Male,Lung,35,22.3
Northland,2015,Male,Lung,66,39.6
South Canterbury,2015,Male,Lung,12,19.3
Southern,2015,Male,Lung,81,29.9
Tairawhiti,2015,Male,Lung,10,27.5
Taranaki,2015,Male,Lung,32,31.2
Waikato,2015,Male,Lung,127,40.8
Wairarapa,2015,Male,Lung,11,23.8
Waitemata,2015,Male,Lung,114,27.7
West Coast,2015,Male,Lung,8,24.7
Whanganui,2015,Male,Lung,25,38.4
All New Zealand,2015,Male,Melanoma,1362,40.8
Auckland,2015,Male,Melanoma,119,42.1
Bay of Plenty,2015,Male,Melanoma,116,57.9
Canterbury,2015,Male,Melanoma,183,48
Capital & Coast,2015,Male,Melanoma,72,37.2
Counties Manukau,2015,Male,Melanoma,101,33.3
Hawke's Bay,2015,Male,Melanoma,51,39.4
Hutt Valley,2015,Male,Melanoma,24,21.5
Lakes,2015,Male,Melanoma,28,37
MidCentral,2015,Male,Melanoma,40,30.5
Nelson Marlborough,2015,Male,Melanoma,43,32.9
Northland,2015,Male,Melanoma,64,44.8
South Canterbury,2015,Male,Melanoma,15,24.3
Southern,2015,Male,Melanoma,85,34
Tairawhiti,2015,Male,Melanoma,12,34.4
Taranaki,2015,Male,Melanoma,48,53.4
Waikato,2015,Male,Melanoma,119,39.7
Wairarapa,2015,Male,Melanoma,12,26.6
Waitemata,2015,Male,Melanoma,194,50
West Coast,2015,Male,Melanoma,13,50.6
Whanganui,2015,Male,Melanoma,22,39
All New Zealand,2015,Male,Non-Hodgkin lymphoma,472,14.6
Auckland,2015,Male,Non-Hodgkin lymphoma,50,18.5
Bay of Plenty,2015,Male,Non-Hodgkin lymphoma,27,15.6
Canterbury,2015,Male,Non-Hodgkin lymphoma,52,13.3
Capital & Coast,2015,Male,Non-Hodgkin lymphoma,42,21.6
Counties Manukau,2015,Male,Non-Hodgkin lymphoma,34,11.1
Hawke's Bay,2015,Male,Non-Hodgkin lymphoma,14,12.1
Hutt Valley,2015,Male,Non-Hodgkin lymphoma,17,15.9
Lakes,2015,Male,Non-Hodgkin lymphoma,9,10.4
MidCentral,2015,Male,Non-Hodgkin lymphoma,16,12.6
Nelson Marlborough,2015,Male,Non-Hodgkin lymphoma,19,14.6
Northland,2015,Male,Non-Hodgkin lymphoma,22,13.8
South Canterbury,2015,Male,Non-Hodgkin lymphoma,6,14.7
Southern,2015,Male,Non-Hodgkin lymphoma,42,17.9
Tairawhiti,2015,Male,Non-Hodgkin lymphoma,3,0
Taranaki,2015,Male,Non-Hodgkin lymphoma,9,10.3
Waikato,2015,Male,Non-Hodgkin lymphoma,29,11.7
Wairarapa,2015,Male,Non-Hodgkin lymphoma,7,13.6
Waitemata,2015,Male,Non-Hodgkin lymphoma,58,15.4
West Coast,2015,Male,Non-Hodgkin lymphoma,5,0
Whanganui,2015,Male,Non-Hodgkin lymphoma,10,17.3
All New Zealand,2015,Male,Pancreas,302,8.6
Auckland,2015,Male,Pancreas,21,7.4
Bay of Plenty,2015,Male,Pancreas,16,7.7
Canterbury,2015,Male,Pancreas,24,5.7
Capital & Coast,2015,Male,Pancreas,12,6.2
Counties Manukau,2015,Male,Pancreas,29,9.5
Hawke's Bay,2015,Male,Pancreas,11,7.8
Hutt Valley,2015,Male,Pancreas,6,4.9
Lakes,2015,Male,Pancreas,3,0
MidCentral,2015,Male,Pancreas,19,12.2
Nelson Marlborough,2015,Male,Pancreas,17,11
Northland,2015,Male,Pancreas,18,10.8
South Canterbury,2015,Male,Pancreas,8,11.4
Southern,2015,Male,Pancreas,22,8.2
Tairawhiti,2015,Male,Pancreas,3,0
Taranaki,2015,Male,Pancreas,12,13.3
Waikato,2015,Male,Pancreas,36,12
Wairarapa,2015,Male,Pancreas,5,0
Waitemata,2015,Male,Pancreas,31,7.6
West Coast,2015,Male,Pancreas,3,0
Whanganui,2015,Male,Pancreas,5,0
All New Zealand,2015,Male,Prostate,3136,89.3
Auckland,2015,Male,Prostate,237,83.4
Bay of Plenty,2015,Male,Prostate,170,83.7
Canterbury,2015,Male,Prostate,422,104.2
Capital & Coast,2015,Male,Prostate,208,104.9
Counties Manukau,2015,Male,Prostate,244,77.6
Hawke's Bay,2015,Male,Prostate,121,84.4
Hutt Valley,2015,Male,Prostate,109,103.6
Lakes,2015,Male,Prostate,58,69.1
MidCentral,2015,Male,Prostate,111,75.4
Nelson Marlborough,2015,Male,Prostate,131,87.8
Northland,2015,Male,Prostate,143,86.7
South Canterbury,2015,Male,Prostate,51,83.3
Southern,2015,Male,Prostate,266,98.6
Tairawhiti,2015,Male,Prostate,51,139.5
Taranaki,2015,Male,Prostate,90,93.4
Waikato,2015,Male,Prostate,265,86.3
Wairarapa,2015,Male,Prostate,45,104.5
Waitemata,2015,Male,Prostate,322,79.8
West Coast,2015,Male,Prostate,26,76.4
Whanganui,2015,Male,Prostate,62,106.6
All New Zealand,2015,Male,Testis,173,8.1
Auckland,2015,Male,Testis,14,5.5
Bay of Plenty,2015,Male,Testis,6,6
Canterbury,2015,Male,Testis,21,8.5
Capital & Coast,2015,Male,Testis,11,7.2
Counties Manukau,2015,Male,Testis,13,5.3
Hawke's Bay,2015,Male,Testis,3,0
Hutt Valley,2015,Male,Testis,5,0
Lakes,2015,Male,Testis,6,12.7
MidCentral,2015,Male,Testis,5,0
Nelson Marlborough,2015,Male,Testis,6,9.9
Northland,2015,Male,Testis,7,10.7
South Canterbury,2015,Male,Testis,8,29.3
Southern,2015,Male,Testis,20,13.4
Tairawhiti,2015,Male,Testis,3,0
Waikato,2015,Male,Testis,17,9.6
Wairarapa,2015,Male,Testis,2,0
Waitemata,2015,Male,Testis,23,8.5
Whanganui,2015,Male,Testis,3,0
All New Zealand,2016,Male,Bladder,318,8.2
Auckland,2016,Male,Bladder,26,8.7
Bay of Plenty,2016,Male,Bladder,22,8.4
Canterbury,2016,Male,Bladder,47,10.4
Capital & Coast,2016,Male,Bladder,12,5.5
Counties Manukau,2016,Male,Bladder,27,8.2
Hawke's Bay,2016,Male,Bladder,20,12.1
Hutt Valley,2016,Male,Bladder,8,6.9
Lakes,2016,Male,Bladder,7,7.5
MidCentral,2016,Male,Bladder,20,12.1
Nelson Marlborough,2016,Male,Bladder,11,6.8
Northland,2016,Male,Bladder,17,9.4
South Canterbury,2016,Male,Bladder,5,0
Southern,2016,Male,Bladder,23,7.9
Tairawhiti,2016,Male,Bladder,3,0
Taranaki,2016,Male,Bladder,10,9.8
Waikato,2016,Male,Bladder,28,8.2
Wairarapa,2016,Male,Bladder,1,0
Waitemata,2016,Male,Bladder,24,5.6
West Coast,2016,Male,Bladder,2,0
Whanganui,2016,Male,Bladder,5,0
All New Zealand,2016,Male,Colorectal,1637,45.6
Auckland,2016,Male,Colorectal,116,40.2
Bay of Plenty,2016,Male,Colorectal,98,42.8
Canterbury,2016,Male,Colorectal,190,46
Capital & Coast,2016,Male,Colorectal,83,40.6
Counties Manukau,2016,Male,Colorectal,153,47.9
Hawke's Bay,2016,Male,Colorectal,84,54.7
Hutt Valley,2016,Male,Colorectal,51,48.3
Lakes,2016,Male,Colorectal,44,49.3
MidCentral,2016,Male,Colorectal,57,38.9
Nelson Marlborough,2016,Male,Colorectal,55,37.3
Northland,2016,Male,Colorectal,88,52.8
South Canterbury,2016,Male,Colorectal,34,55.4
Southern,2016,Male,Colorectal,125,44.7
Tairawhiti,2016,Male,Colorectal,11,31.3
Taranaki,2016,Male,Colorectal,45,44
Waikato,2016,Male,Colorectal,161,52.2
Wairarapa,2016,Male,Colorectal,19,41.9
Waitemata,2016,Male,Colorectal,173,42.4
West Coast,2016,Male,Colorectal,12,40.1
Whanganui,2016,Male,Colorectal,36,59.5
All New Zealand,2016,Male,Kidney,347,10.3
Auckland,2016,Male,Kidney,21,7.5
Bay of Plenty,2016,Male,Kidney,15,9.1
Canterbury,2016,Male,Kidney,34,8.9
Capital & Coast,2016,Male,Kidney,14,7.3
Counties Manukau,2016,Male,Kidney,42,13.2
Hawke's Bay,2016,Male,Kidney,14,9.3
Hutt Valley,2016,Male,Kidney,12,11.3
Lakes,2016,Male,Kidney,6,7.5
MidCentral,2016,Male,Kidney,18,13.4
Nelson Marlborough,2016,Male,Kidney,17,10.2
Northland,2016,Male,Kidney,16,9.8
South Canterbury,2016,Male,Kidney,8,16.6
Southern,2016,Male,Kidney,32,11.6
Tairawhiti,2016,Male,Kidney,5,0
Taranaki,2016,Male,Kidney,9,10.2
Waikato,2016,Male,Kidney,30,10.6
Wairarapa,2016,Male,Kidney,7,18.2
Waitemata,2016,Male,Kidney,34,8.7
West Coast,2016,Male,Kidney,7,24.2
Whanganui,2016,Male,Kidney,6,12.7
All New Zealand,2016,Male,Leukaemia,452,14.1
Auckland,2016,Male,Leukaemia,39,14.5
Bay of Plenty,2016,Male,Leukaemia,18,9.5
Canterbury,2016,Male,Leukaemia,69,19
Capital & Coast,2016,Male,Leukaemia,31,16.5
Counties Manukau,2016,Male,Leukaemia,43,13.9
Hawke's Bay,2016,Male,Leukaemia,16,11.8
Hutt Valley,2016,Male,Leukaemia,9,8.4
Lakes,2016,Male,Leukaemia,11,15.1
MidCentral,2016,Male,Leukaemia,18,14.6
Nelson Marlborough,2016,Male,Leukaemia,8,6.5
Northland,2016,Male,Leukaemia,24,18.4
South Canterbury,2016,Male,Leukaemia,6,14.8
Southern,2016,Male,Leukaemia,28,11.9
Tairawhiti,2016,Male,Leukaemia,6,15.4
Taranaki,2016,Male,Leukaemia,17,19.2
Waikato,2016,Male,Leukaemia,33,11.7
Wairarapa,2016,Male,Leukaemia,3,0
Waitemata,2016,Male,Leukaemia,61,16.1
West Coast,2016,Male,Leukaemia,4,0
Whanganui,2016,Male,Leukaemia,6,10.9
All New Zealand,2016,Male,Lung,1174,31.7
Auckland,2016,Male,Lung,85,28.7
Bay of Plenty,2016,Male,Lung,73,33.4
Canterbury,2016,Male,Lung,132,30.1
Capital & Coast,2016,Male,Lung,51,24.2
Counties Manukau,2016,Male,Lung,125,38.7
Hawke's Bay,2016,Male,Lung,45,30.6
Hutt Valley,2016,Male,Lung,41,37.2
Lakes,2016,Male,Lung,33,38.3
MidCentral,2016,Male,Lung,45,29.2
Nelson Marlborough,2016,Male,Lung,57,36.6
