DHB,year,sex,cancer,mortality_num,mortality_rate,group
Waitemata,2013,AllSex,Lung,155,18.4,AllSex
West Coast,2013,AllSex,Lung,18,28.5,AllSex
Whanganui,2013,AllSex,Lung,33,25.5,AllSex
All New Zealand,2013,AllSex,Non-Hodgkin lymphoma,318,4.3,AllSex
Auckland,2013,AllSex,Non-Hodgkin lymphoma,24,3.9,AllSex
Bay of Plenty,2013,AllSex,Non-Hodgkin lymphoma,21,4.7,AllSex
Canterbury,2013,AllSex,Non-Hodgkin lymphoma,42,4.6,AllSex
Capital & Coast,2013,AllSex,Non-Hodgkin lymphoma,14,3.2,AllSex
Counties Manukau,2013,AllSex,Non-Hodgkin lymphoma,30,4.7,AllSex
Hawke's Bay,2013,AllSex,Non-Hodgkin lymphoma,15,5.0,AllSex
Hutt Valley,2013,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
Lakes,2013,AllSex,Non-Hodgkin lymphoma,6,3.5,AllSex
MidCentral,2013,AllSex,Non-Hodgkin lymphoma,13,3.7,AllSex
Nelson Marlborough,2013,AllSex,Non-Hodgkin lymphoma,12,4.3,AllSex
Northland,2013,AllSex,Non-Hodgkin lymphoma,15,4.4,AllSex
South Canterbury,2013,AllSex,Non-Hodgkin lymphoma,7,5.7,AllSex
Southern,2013,AllSex,Non-Hodgkin lymphoma,23,4.2,AllSex
Tairawhiti,2013,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
Taranaki,2013,AllSex,Non-Hodgkin lymphoma,11,4.8,AllSex
Waikato,2013,AllSex,Non-Hodgkin lymphoma,27,4.3,AllSex
Wairarapa,2013,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
Waitemata,2013,AllSex,Non-Hodgkin lymphoma,37,4.2,AllSex
West Coast,2013,AllSex,Non-Hodgkin lymphoma,6,13.3,AllSex
Whanganui,2013,AllSex,Non-Hodgkin lymphoma,2,0.0,AllSex
All New Zealand,2013,AllSex,Pancreas,461,6.3,AllSex
Auckland,2013,AllSex,Pancreas,33,5.4,AllSex
Bay of Plenty,2013,AllSex,Pancreas,31,6.3,AllSex
Canterbury,2013,AllSex,Pancreas,59,7.0,AllSex
Capital & Coast,2013,AllSex,Pancreas,25,5.8,AllSex
Counties Manukau,2013,AllSex,Pancreas,37,5.8,AllSex
Hawke's Bay,2013,AllSex,Pancreas,19,6.8,AllSex
Hutt Valley,2013,AllSex,Pancreas,12,5.3,AllSex
Lakes,2013,AllSex,Pancreas,14,8.4,AllSex
MidCentral,2013,AllSex,Pancreas,18,5.6,AllSex
Nelson Marlborough,2013,AllSex,Pancreas,16,5.2,AllSex
Northland,2013,AllSex,Pancreas,21,6.2,AllSex
South Canterbury,2013,AllSex,Pancreas,7,5.3,AllSex
Southern,2013,AllSex,Pancreas,40,7.2,AllSex
Tairawhiti,2013,AllSex,Pancreas,9,11.8,AllSex
Taranaki,2013,AllSex,Pancreas,12,5.5,AllSex
Waikato,2013,AllSex,Pancreas,45,7.1,AllSex
Wairarapa,2013,AllSex,Pancreas,7,7.4,AllSex
Waitemata,2013,AllSex,Pancreas,41,4.9,AllSex
West Coast,2013,AllSex,Pancreas,6,9.5,AllSex
Whanganui,2013,AllSex,Pancreas,9,7.4,AllSex
All New Zealand,2014,AllSex,Brain,242,3.9,AllSex
Auckland,2014,AllSex,Brain,24,4.5,AllSex
Bay of Plenty,2014,AllSex,Brain,14,4.1,AllSex
Canterbury,2014,AllSex,Brain,28,3.8,AllSex
Capital & Coast,2014,AllSex,Brain,13,3.7,AllSex
Counties Manukau,2014,AllSex,Brain,14,2.3,AllSex
Hawke's Bay,2014,AllSex,Brain,13,6.1,AllSex
Hutt Valley,2014,AllSex,Brain,11,5.4,AllSex
Lakes,2014,AllSex,Brain,7,5.3,AllSex
MidCentral,2014,AllSex,Brain,15,6.1,AllSex
Nelson Marlborough,2014,AllSex,Brain,8,3.6,AllSex
Northland,2014,AllSex,Brain,10,4.5,AllSex
South Canterbury,2014,AllSex,Brain,3,0.0,AllSex
Southern,2014,AllSex,Brain,15,2.8,AllSex
Tairawhiti,2014,AllSex,Brain,2,0.0,AllSex
Taranaki,2014,AllSex,Brain,5,0.0,AllSex
Waikato,2014,AllSex,Brain,23,4.2,AllSex
Wairarapa,2014,AllSex,Brain,3,0.0,AllSex
Waitemata,2014,AllSex,Brain,30,3.9,AllSex
West Coast,2014,AllSex,Brain,2,0.0,AllSex
Whanganui,2014,AllSex,Brain,2,0.0,AllSex
All New Zealand,2014,AllSex,Colorectal,1247,15.7,AllSex
Auckland,2014,AllSex,Colorectal,104,15.8,AllSex
Bay of Plenty,2014,AllSex,Colorectal,71,15.9,AllSex
Canterbury,2014,AllSex,Colorectal,150,16.0,AllSex
Capital & Coast,2014,AllSex,Colorectal,78,16.9,AllSex
Counties Manukau,2014,AllSex,Colorectal,86,12.6,AllSex
Hawke's Bay,2014,AllSex,Colorectal,47,14.8,AllSex
Hutt Valley,2014,AllSex,Colorectal,31,13.4,AllSex
Lakes,2014,AllSex,Colorectal,26,13.6,AllSex
MidCentral,2014,AllSex,Colorectal,61,19.3,AllSex
Nelson Marlborough,2014,AllSex,Colorectal,45,14.6,AllSex
Northland,2014,AllSex,Colorectal,52,15.4,AllSex
South Canterbury,2014,AllSex,Colorectal,26,21.3,AllSex
Southern,2014,AllSex,Colorectal,135,22.4,AllSex
Tairawhiti,2014,AllSex,Colorectal,14,16.4,AllSex
Taranaki,2014,AllSex,Colorectal,39,16.1,AllSex
Waikato,2014,AllSex,Colorectal,111,16.0,AllSex
Wairarapa,2014,AllSex,Colorectal,13,13.0,AllSex
Waitemata,2014,AllSex,Colorectal,131,14.4,AllSex
West Coast,2014,AllSex,Colorectal,5,0.0,AllSex
Whanganui,2014,AllSex,Colorectal,22,14.4,AllSex
All New Zealand,2014,AllSex,Leukaemia,326,4.5,AllSex
Auckland,2014,AllSex,Leukaemia,24,4.0,AllSex
Bay of Plenty,2014,AllSex,Leukaemia,14,2.8,AllSex
Canterbury,2014,AllSex,Leukaemia,51,5.8,AllSex
Capital & Coast,2014,AllSex,Leukaemia,22,5.3,AllSex
Counties Manukau,2014,AllSex,Leukaemia,23,3.6,AllSex
Hawke's Bay,2014,AllSex,Leukaemia,12,3.7,AllSex
Hutt Valley,2014,AllSex,Leukaemia,10,5.0,AllSex
Lakes,2014,AllSex,Leukaemia,7,3.6,AllSex
MidCentral,2014,AllSex,Leukaemia,14,4.5,AllSex
Nelson Marlborough,2014,AllSex,Leukaemia,7,1.8,AllSex
Northland,2014,AllSex,Leukaemia,14,5.7,AllSex
South Canterbury,2014,AllSex,Leukaemia,11,9.0,AllSex
Southern,2014,AllSex,Leukaemia,28,5.0,AllSex
Tairawhiti,2014,AllSex,Leukaemia,1,0.0,AllSex
Taranaki,2014,AllSex,Leukaemia,13,6.5,AllSex
Waikato,2014,AllSex,Leukaemia,30,4.8,AllSex
Wairarapa,2014,AllSex,Leukaemia,6,7.4,AllSex
Waitemata,2014,AllSex,Leukaemia,31,3.8,AllSex
West Coast,2014,AllSex,Leukaemia,3,0.0,AllSex
Whanganui,2014,AllSex,Leukaemia,5,0.0,AllSex
All New Zealand,2014,AllSex,Lung,1678,22.4,AllSex
Auckland,2014,AllSex,Lung,119,19.7,AllSex
Bay of Plenty,2014,AllSex,Lung,101,22.8,AllSex
Canterbury,2014,AllSex,Lung,194,21.9,AllSex
Capital & Coast,2014,AllSex,Lung,85,18.9,AllSex
Counties Manukau,2014,AllSex,Lung,161,24.8,AllSex
Hawke's Bay,2014,AllSex,Lung,89,29.9,AllSex
Hutt Valley,2014,AllSex,Lung,49,21.2,AllSex
Lakes,2014,AllSex,Lung,54,30.6,AllSex
MidCentral,2014,AllSex,Lung,71,22.4,AllSex
Nelson Marlborough,2014,AllSex,Lung,43,14.0,AllSex
Northland,2014,AllSex,Lung,86,26.8,AllSex
South Canterbury,2014,AllSex,Lung,19,15.8,AllSex
Southern,2014,AllSex,Lung,132,24.0,AllSex
Tairawhiti,2014,AllSex,Lung,26,34.1,AllSex
Taranaki,2014,AllSex,Lung,57,26.2,AllSex
Waikato,2014,AllSex,Lung,142,21.7,AllSex
Wairarapa,2014,AllSex,Lung,21,23.2,AllSex
Waitemata,2014,AllSex,Lung,176,19.8,AllSex
West Coast,2014,AllSex,Lung,16,25.5,AllSex
Whanganui,2014,AllSex,Lung,37,29.1,AllSex
All New Zealand,2014,AllSex,Non-Hodgkin lymphoma,296,3.7,AllSex
Auckland,2014,AllSex,Non-Hodgkin lymphoma,21,3.3,AllSex
Bay of Plenty,2014,AllSex,Non-Hodgkin lymphoma,22,4.1,AllSex
Canterbury,2014,AllSex,Non-Hodgkin lymphoma,43,4.1,AllSex
Capital & Coast,2014,AllSex,Non-Hodgkin lymphoma,11,2.4,AllSex
Counties Manukau,2014,AllSex,Non-Hodgkin lymphoma,19,2.9,AllSex
Hawke's Bay,2014,AllSex,Non-Hodgkin lymphoma,12,3.3,AllSex
Hutt Valley,2014,AllSex,Non-Hodgkin lymphoma,8,3.1,AllSex
Lakes,2014,AllSex,Non-Hodgkin lymphoma,8,4.2,AllSex
MidCentral,2014,AllSex,Non-Hodgkin lymphoma,14,3.6,AllSex
Nelson Marlborough,2014,AllSex,Non-Hodgkin lymphoma,15,4.8,AllSex
Northland,2014,AllSex,Non-Hodgkin lymphoma,12,3.3,AllSex
South Canterbury,2014,AllSex,Non-Hodgkin lymphoma,8,5.6,AllSex
Southern,2014,AllSex,Non-Hodgkin lymphoma,22,3.6,AllSex
Tairawhiti,2014,AllSex,Non-Hodgkin lymphoma,2,0.0,AllSex
Taranaki,2014,AllSex,Non-Hodgkin lymphoma,12,5.2,AllSex
Waikato,2014,AllSex,Non-Hodgkin lymphoma,28,4.4,AllSex
Wairarapa,2014,AllSex,Non-Hodgkin lymphoma,6,6.1,AllSex
Waitemata,2014,AllSex,Non-Hodgkin lymphoma,26,2.8,AllSex
West Coast,2014,AllSex,Non-Hodgkin lymphoma,2,0.0,AllSex
Whanganui,2014,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
All New Zealand,2014,AllSex,Pancreas,480,6.3,AllSex
Auckland,2014,AllSex,Pancreas,41,6.6,AllSex
Bay of Plenty,2014,AllSex,Pancreas,36,8.3,AllSex
Canterbury,2014,AllSex,Pancreas,49,5.4,AllSex
Capital & Coast,2014,AllSex,Pancreas,21,4.4,AllSex
Counties Manukau,2014,AllSex,Pancreas,48,7.5,AllSex
Hawke's Bay,2014,AllSex,Pancreas,23,6.1,AllSex
Hutt Valley,2014,AllSex,Pancreas,14,6.7,AllSex
Lakes,2014,AllSex,Pancreas,6,3.2,AllSex
MidCentral,2014,AllSex,Pancreas,20,5.8,AllSex
Nelson Marlborough,2014,AllSex,Pancreas,14,4.7,AllSex
Northland,2014,AllSex,Pancreas,30,9.8,AllSex
South Canterbury,2014,AllSex,Pancreas,16,12.2,AllSex
Southern,2014,AllSex,Pancreas,31,5.5,AllSex
Tairawhiti,2014,AllSex,Pancreas,8,10.4,AllSex
Taranaki,2014,AllSex,Pancreas,11,5.2,AllSex
Waikato,2014,AllSex,Pancreas,34,5.0,AllSex
Wairarapa,2014,AllSex,Pancreas,5,0.0,AllSex
Waitemata,2014,AllSex,Pancreas,56,6.3,AllSex
West Coast,2014,AllSex,Pancreas,7,10.7,AllSex
Whanganui,2014,AllSex,Pancreas,10,6.7,AllSex
All New Zealand,2015,AllSex,Brain,249,3.7,AllSex
Auckland,2015,AllSex,Brain,23,3.9,AllSex
Bay of Plenty,2015,AllSex,Brain,18,4.6,AllSex
Canterbury,2015,AllSex,Brain,30,4.0,AllSex
Capital & Coast,2015,AllSex,Brain,20,4.7,AllSex
Counties Manukau,2015,AllSex,Brain,13,2.1,AllSex
Hawke's Bay,2015,AllSex,Brain,12,4.2,AllSex
Hutt Valley,2015,AllSex,Brain,8,4.2,AllSex
Lakes,2015,AllSex,Brain,11,7.3,AllSex
MidCentral,2015,AllSex,Brain,5,0.0,AllSex
Nelson Marlborough,2015,AllSex,Brain,9,4.0,AllSex
Northland,2015,AllSex,Brain,10,3.7,AllSex
South Canterbury,2015,AllSex,Brain,2,0.0,AllSex
Southern,2015,AllSex,Brain,19,3.9,AllSex
Tairawhiti,2015,AllSex,Brain,1,0.0,AllSex
Taranaki,2015,AllSex,Brain,8,4.3,AllSex
Waikato,2015,AllSex,Brain,25,4.0,AllSex
Wairarapa,2015,AllSex,Brain,4,0.0,AllSex
Waitemata,2015,AllSex,Brain,28,3.3,AllSex
Whanganui,2015,AllSex,Brain,3,0.0,AllSex
All New Zealand,2015,AllSex,Colorectal,1242,15.4,AllSex
Auckland,2015,AllSex,Colorectal,82,12.2,AllSex
Bay of Plenty,2015,AllSex,Colorectal,63,13.0,AllSex
Canterbury,2015,AllSex,Colorectal,142,15.0,AllSex
Capital & Coast,2015,AllSex,Colorectal,61,13.5,AllSex
Counties Manukau,2015,AllSex,Colorectal,96,13.9,AllSex
Hawke's Bay,2015,AllSex,Colorectal,55,16.6,AllSex
Hutt Valley,2015,AllSex,Colorectal,44,17.6,AllSex
Lakes,2015,AllSex,Colorectal,24,13.0,AllSex
MidCentral,2015,AllSex,Colorectal,51,15.2,AllSex
Nelson Marlborough,2015,AllSex,Colorectal,60,19.0,AllSex
Northland,2015,AllSex,Colorectal,61,17.9,AllSex
South Canterbury,2015,AllSex,Colorectal,26,17.7,AllSex
Southern,2015,AllSex,Colorectal,130,21.3,AllSex
Tairawhiti,2015,AllSex,Colorectal,12,14.7,AllSex
Taranaki,2015,AllSex,Colorectal,49,20.7,AllSex
Waikato,2015,AllSex,Colorectal,100,14.0,AllSex
Wairarapa,2015,AllSex,Colorectal,21,19.1,AllSex
Waitemata,2015,AllSex,Colorectal,126,13.6,AllSex
West Coast,2015,AllSex,Colorectal,13,20.0,AllSex
Whanganui,2015,AllSex,Colorectal,26,17.8,AllSex
All New Zealand,2015,AllSex,Leukaemia,353,4.5,AllSex
Auckland,2015,AllSex,Leukaemia,28,4.7,AllSex
Bay of Plenty,2015,AllSex,Leukaemia,22,3.9,AllSex
Canterbury,2015,AllSex,Leukaemia,47,5.0,AllSex
Capital & Coast,2015,AllSex,Leukaemia,17,3.6,AllSex
Counties Manukau,2015,AllSex,Leukaemia,22,3.3,AllSex
Hawke's Bay,2015,AllSex,Leukaemia,20,5.7,AllSex
Hutt Valley,2015,AllSex,Leukaemia,7,3.1,AllSex
Lakes,2015,AllSex,Leukaemia,9,5.6,AllSex
MidCentral,2015,AllSex,Leukaemia,13,4.3,AllSex
Nelson Marlborough,2015,AllSex,Leukaemia,16,4.4,AllSex
Northland,2015,AllSex,Leukaemia,14,3.8,AllSex
South Canterbury,2015,AllSex,Leukaemia,8,4.8,AllSex
Southern,2015,AllSex,Leukaemia,35,6.3,AllSex
Tairawhiti,2015,AllSex,Leukaemia,4,0.0,AllSex
Taranaki,2015,AllSex,Leukaemia,8,3.3,AllSex
Waikato,2015,AllSex,Leukaemia,35,5.3,AllSex
Wairarapa,2015,AllSex,Leukaemia,1,0.0,AllSex
Waitemata,2015,AllSex,Leukaemia,35,4.0,AllSex
West Coast,2015,AllSex,Leukaemia,3,0.0,AllSex
Whanganui,2015,AllSex,Leukaemia,9,6.0,AllSex
All New Zealand,2015,AllSex,Lung,1799,23.3,AllSex
Auckland,2015,AllSex,Lung,120,18.9,AllSex
Bay of Plenty,2015,AllSex,Lung,129,28.3,AllSex
Canterbury,2015,AllSex,Lung,185,19.6,AllSex
Capital & Coast,2015,AllSex,Lung,83,18.8,AllSex
Counties Manukau,2015,AllSex,Lung,185,27.4,AllSex
Hawke's Bay,2015,AllSex,Lung,91,28.8,AllSex
Hutt Valley,2015,AllSex,Lung,42,18.3,AllSex
Lakes,2015,AllSex,Lung,56,31.4,AllSex
MidCentral,2015,AllSex,Lung,74,22.3,AllSex
Nelson Marlborough,2015,AllSex,Lung,64,19.7,AllSex
Northland,2015,AllSex,Lung,106,31.9,AllSex
South Canterbury,2015,AllSex,Lung,26,18.0,AllSex
Southern,2015,AllSex,Lung,129,23.1,AllSex
Tairawhiti,2015,AllSex,Lung,21,28.2,AllSex
Taranaki,2015,AllSex,Lung,54,25.7,AllSex
Waikato,2015,AllSex,Lung,200,30.2,AllSex
Wairarapa,2015,AllSex,Lung,20,19.7,AllSex
Waitemata,2015,AllSex,Lung,162,17.7,AllSex
West Coast,2015,AllSex,Lung,19,29.7,AllSex
Whanganui,2015,AllSex,Lung,33,25.6,AllSex
All New Zealand,2015,AllSex,Non-Hodgkin lymphoma,278,3.5,AllSex
Auckland,2015,AllSex,Non-Hodgkin lymphoma,23,3.3,AllSex
Bay of Plenty,2015,AllSex,Non-Hodgkin lymphoma,17,3.8,AllSex
Canterbury,2015,AllSex,Non-Hodgkin lymphoma,36,3.9,AllSex
Capital & Coast,2015,AllSex,Non-Hodgkin lymphoma,13,2.8,AllSex
Counties Manukau,2015,AllSex,Non-Hodgkin lymphoma,24,3.4,AllSex
Hawke's Bay,2015,AllSex,Non-Hodgkin lymphoma,12,3.3,AllSex
Hutt Valley,2015,AllSex,Non-Hodgkin lymphoma,8,3.1,AllSex
Lakes,2015,AllSex,Non-Hodgkin lymphoma,13,6.8,AllSex
MidCentral,2015,AllSex,Non-Hodgkin lymphoma,10,3.6,AllSex
Nelson Marlborough,2015,AllSex,Non-Hodgkin lymphoma,12,3.3,AllSex
Northland,2015,AllSex,Non-Hodgkin lymphoma,17,5.4,AllSex
South Canterbury,2015,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
Southern,2015,AllSex,Non-Hodgkin lymphoma,22,3.8,AllSex
Tairawhiti,2015,AllSex,Non-Hodgkin lymphoma,2,0.0,AllSex
Taranaki,2015,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
Waikato,2015,AllSex,Non-Hodgkin lymphoma,21,3.5,AllSex
Wairarapa,2015,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
Waitemata,2015,AllSex,Non-Hodgkin lymphoma,29,3.0,AllSex
West Coast,2015,AllSex,Non-Hodgkin lymphoma,1,0.0,AllSex
Whanganui,2015,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
All New Zealand,2015,AllSex,Pancreas,503,6.4,AllSex
Auckland,2015,AllSex,Pancreas,29,4.7,AllSex
Bay of Plenty,2015,AllSex,Pancreas,34,7.0,AllSex
Canterbury,2015,AllSex,Pancreas,57,6.2,AllSex
Capital & Coast,2015,AllSex,Pancreas,26,5.7,AllSex
Counties Manukau,2015,AllSex,Pancreas,53,8.0,AllSex
Hawke's Bay,2015,AllSex,Pancreas,19,5.5,AllSex
Hutt Valley,2015,AllSex,Pancreas,16,5.7,AllSex
Lakes,2015,AllSex,Pancreas,13,7.3,AllSex
MidCentral,2015,AllSex,Pancreas,21,6.1,AllSex
Nelson Marlborough,2015,AllSex,Pancreas,27,7.6,AllSex
Northland,2015,AllSex,Pancreas,29,8.7,AllSex
South Canterbury,2015,AllSex,Pancreas,9,7.8,AllSex
Southern,2015,AllSex,Pancreas,29,4.9,AllSex
Tairawhiti,2015,AllSex,Pancreas,4,0.0,AllSex
Taranaki,2015,AllSex,Pancreas,13,5.6,AllSex
Waikato,2015,AllSex,Pancreas,43,6.3,AllSex
Wairarapa,2015,AllSex,Pancreas,8,8.4,AllSex
Waitemata,2015,AllSex,Pancreas,61,6.8,AllSex
West Coast,2015,AllSex,Pancreas,5,0.0,AllSex
Whanganui,2015,AllSex,Pancreas,7,6.3,AllSex
All New Zealand,2016,AllSex,Brain,273,4.2,AllSex
Auckland,2016,AllSex,Brain,16,2.8,AllSex
Bay of Plenty,2016,AllSex,Brain,18,4.8,AllSex
Canterbury,2016,AllSex,Brain,35,4.4,AllSex
Capital & Coast,2016,AllSex,Brain,6,1.4,AllSex
Counties Manukau,2016,AllSex,Brain,23,3.6,AllSex
Hawke's Bay,2016,AllSex,Brain,14,6.2,AllSex
Hutt Valley,2016,AllSex,Brain,13,6.2,AllSex
Lakes,2016,AllSex,Brain,6,4.0,AllSex
MidCentral,2016,AllSex,Brain,12,6.0,AllSex
Nelson Marlborough,2016,AllSex,Brain,13,4.7,AllSex
Northland,2016,AllSex,Brain,18,7.2,AllSex
South Canterbury,2016,AllSex,Brain,3,0.0,AllSex
Southern,2016,AllSex,Brain,21,5.2,AllSex
Tairawhiti,2016,AllSex,Brain,1,0.0,AllSex
Taranaki,2016,AllSex,Brain,11,6.8,AllSex
Waikato,2016,AllSex,Brain,25,4.2,AllSex
Wairarapa,2016,AllSex,Brain,1,0.0,AllSex
Waitemata,2016,AllSex,Brain,31,4.0,AllSex
West Coast,2016,AllSex,Brain,3,0.0,AllSex
Whanganui,2016,AllSex,Brain,3,0.0,AllSex
All New Zealand,2016,AllSex,Colorectal,1268,15.0,AllSex
Auckland,2016,AllSex,Colorectal,78,11.6,AllSex
Bay of Plenty,2016,AllSex,Colorectal,73,14.0,AllSex
Canterbury,2016,AllSex,Colorectal,136,13.9,AllSex
Capital & Coast,2016,AllSex,Colorectal,62,12.3,AllSex
Counties Manukau,2016,AllSex,Colorectal,108,15.1,AllSex
Hawke's Bay,2016,AllSex,Colorectal,61,17.5,AllSex
Hutt Valley,2016,AllSex,Colorectal,39,16.2,AllSex
Lakes,2016,AllSex,Colorectal,39,20.1,AllSex
MidCentral,2016,AllSex,Colorectal,67,19.0,AllSex
Nelson Marlborough,2016,AllSex,Colorectal,50,13.9,AllSex
Northland,2016,AllSex,Colorectal,61,16.3,AllSex
South Canterbury,2016,AllSex,Colorectal,19,11.1,AllSex
Southern,2016,AllSex,Colorectal,124,19.5,AllSex
Tairawhiti,2016,AllSex,Colorectal,15,17.4,AllSex
Taranaki,2016,AllSex,Colorectal,40,15.8,AllSex
Waikato,2016,AllSex,Colorectal,115,15.8,AllSex
Wairarapa,2016,AllSex,Colorectal,13,12.9,AllSex
Waitemata,2016,AllSex,Colorectal,128,13.4,AllSex
West Coast,2016,AllSex,Colorectal,16,21.6,AllSex
Whanganui,2016,AllSex,Colorectal,24,17.7,AllSex
All New Zealand,2016,AllSex,Leukaemia,333,4.2,AllSex
Auckland,2016,AllSex,Leukaemia,19,2.8,AllSex
Bay of Plenty,2016,AllSex,Leukaemia,15,3.2,AllSex
Canterbury,2016,AllSex,Leukaemia,32,3.8,AllSex
Capital & Coast,2016,AllSex,Leukaemia,21,4.1,AllSex
Counties Manukau,2016,AllSex,Leukaemia,24,3.5,AllSex
Hawke's Bay,2016,AllSex,Leukaemia,15,4.5,AllSex
Hutt Valley,2016,AllSex,Leukaemia,7,2.5,AllSex
Lakes,2016,AllSex,Leukaemia,10,5.5,AllSex
MidCentral,2016,AllSex,Leukaemia,16,4.2,AllSex
Nelson Marlborough,2016,AllSex,Leukaemia,10,2.8,AllSex
Northland,2016,AllSex,Leukaemia,20,7.2,AllSex
South Canterbury,2016,AllSex,Leukaemia,7,7.3,AllSex
Southern,2016,AllSex,Leukaemia,26,4.3,AllSex
Tairawhiti,2016,AllSex,Leukaemia,7,8.4,AllSex
Taranaki,2016,AllSex,Leukaemia,13,6.2,AllSex
Waikato,2016,AllSex,Leukaemia,31,4.6,AllSex
Waitemata,2016,AllSex,Leukaemia,52,5.7,AllSex
West Coast,2016,AllSex,Leukaemia,4,0.0,AllSex
Whanganui,2016,AllSex,Leukaemia,4,0.0,AllSex
All New Zealand,2016,AllSex,Lung,1755,22.2,AllSex
Auckland,2016,AllSex,Lung,106,16.0,AllSex
Bay of Plenty,2016,AllSex,Lung,107,23.9,AllSex
Canterbury,2016,AllSex,Lung,179,18.8,AllSex
Capital & Coast,2016,AllSex,Lung,87,19.1,AllSex
Counties Manukau,2016,AllSex,Lung,148,21.3,AllSex
Hawke's Bay,2016,AllSex,Lung,85,27.2,AllSex
Hutt Valley,2016,AllSex,Lung,65,27.6,AllSex
Lakes,2016,AllSex,Lung,48,25.9,AllSex
MidCentral,2016,AllSex,Lung,84,23.4,AllSex
Nelson Marlborough,2016,AllSex,Lung,68,20.0,AllSex
Northland,2016,AllSex,Lung,125,35.8,AllSex
South Canterbury,2016,AllSex,Lung,26,18.3,AllSex
Southern,2016,AllSex,Lung,129,21.9,AllSex
Tairawhiti,2016,AllSex,Lung,23,32.4,AllSex
Taranaki,2016,AllSex,Lung,59,26.0,AllSex
Waikato,2016,AllSex,Lung,168,24.4,AllSex
Wairarapa,2016,AllSex,Lung,20,19.0,AllSex
Waitemata,2016,AllSex,Lung,179,19.8,AllSex
West Coast,2016,AllSex,Lung,12,17.7,AllSex
Whanganui,2016,AllSex,Lung,37,28.5,AllSex
All New Zealand,2016,AllSex,Non-Hodgkin lymphoma,328,4.0,AllSex
Auckland,2016,AllSex,Non-Hodgkin lymphoma,28,4.4,AllSex
Bay of Plenty,2016,AllSex,Non-Hodgkin lymphoma,22,4.0,AllSex
Canterbury,2016,AllSex,Non-Hodgkin lymphoma,33,3.2,AllSex
Capital & Coast,2016,AllSex,Non-Hodgkin lymphoma,23,4.8,AllSex
Counties Manukau,2016,AllSex,Non-Hodgkin lymphoma,34,5.0,AllSex
Hawke's Bay,2016,AllSex,Non-Hodgkin lymphoma,14,4.6,AllSex
Hutt Valley,2016,AllSex,Non-Hodgkin lymphoma,14,6.5,AllSex
Lakes,2016,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
MidCentral,2016,AllSex,Non-Hodgkin lymphoma,12,3.0,AllSex
Nelson Marlborough,2016,AllSex,Non-Hodgkin lymphoma,15,4.2,AllSex
Northland,2016,AllSex,Non-Hodgkin lymphoma,18,4.9,AllSex
South Canterbury,2016,AllSex,Non-Hodgkin lymphoma,3,0.0,AllSex
Southern,2016,AllSex,Non-Hodgkin lymphoma,29,4.8,AllSex
Tairawhiti,2016,AllSex,Non-Hodgkin lymphoma,1,0.0,AllSex
Taranaki,2016,AllSex,Non-Hodgkin lymphoma,8,3.0,AllSex
Waikato,2016,AllSex,Non-Hodgkin lymphoma,16,2.2,AllSex
Wairarapa,2016,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
Waitemata,2016,AllSex,Non-Hodgkin lymphoma,38,4.2,AllSex
West Coast,2016,AllSex,Non-Hodgkin lymphoma,3,0.0,AllSex
Whanganui,2016,AllSex,Non-Hodgkin lymphoma,8,5.6,AllSex
All New Zealand,2016,AllSex,Pancreas,520,6.5,AllSex
Auckland,2016,AllSex,Pancreas,38,6.0,AllSex
Bay of Plenty,2016,AllSex,Pancreas,27,5.9,AllSex
Canterbury,2016,AllSex,Pancreas,44,4.6,AllSex
Capital & Coast,2016,AllSex,Pancreas,33,7.1,AllSex
Counties Manukau,2016,AllSex,Pancreas,35,5.0,AllSex
Hawke's Bay,2016,AllSex,Pancreas,24,7.3,AllSex
Hutt Valley,2016,AllSex,Pancreas,11,4.4,AllSex
Lakes,2016,AllSex,Pancreas,11,5.9,AllSex
MidCentral,2016,AllSex,Pancreas,39,12.8,AllSex
Nelson Marlborough,2016,AllSex,Pancreas,26,7.8,AllSex
Northland,2016,AllSex,Pancreas,30,8.1,AllSex
South Canterbury,2016,AllSex,Pancreas,9,4.7,AllSex
Southern,2016,AllSex,Pancreas,44,7.1,AllSex
Tairawhiti,2016,AllSex,Pancreas,6,7.8,AllSex
Taranaki,2016,AllSex,Pancreas,17,7.9,AllSex
Waikato,2016,AllSex,Pancreas,45,6.3,AllSex
Wairarapa,2016,AllSex,Pancreas,8,9.2,AllSex
Waitemata,2016,AllSex,Pancreas,52,5.7,AllSex
West Coast,2016,AllSex,Pancreas,4,0.0,AllSex
Whanganui,2016,AllSex,Pancreas,17,13.7,AllSex
All New Zealand,2017,AllSex,Brain,266,3.8,AllSex
Auckland,2017,AllSex,Brain,20,3.3,AllSex
Bay of Plenty,2017,AllSex,Brain,18,4.3,AllSex
