DHB,year,sex,cancer,mortality_num,mortality_rate
Lakes,2013,Male,Pancreas,9,11.8
MidCentral,2013,Male,Pancreas,8,5.8
Nelson Marlborough,2013,Male,Pancreas,7,4.7
Northland,2013,Male,Pancreas,10,5.9
South Canterbury,2013,Male,Pancreas,2,0.0
Southern,2013,Male,Pancreas,15,6.0
Tairawhiti,2013,Male,Pancreas,5,0.0
Taranaki,2013,Male,Pancreas,6,5.3
Waikato,2013,Male,Pancreas,17,6.2
Wairarapa,2013,Male,Pancreas,4,0.0
Waitemata,2013,Male,Pancreas,18,4.7
West Coast,2013,Male,Pancreas,3,0.0
Whanganui,2013,Male,Pancreas,4,0.0
All New Zealand,2013,Male,Prostate,646,17.4
Auckland,2013,Male,Prostate,40,13.2
Bay of Plenty,2013,Male,Prostate,39,16.7
Canterbury,2013,Male,Prostate,67,15.5
Capital & Coast,2013,Male,Prostate,34,17.1
Counties Manukau,2013,Male,Prostate,47,16.0
Hawke's Bay,2013,Male,Prostate,23,15.0
Hutt Valley,2013,Male,Prostate,23,21.1
Lakes,2013,Male,Prostate,15,17.3
MidCentral,2013,Male,Prostate,27,16.4
Nelson Marlborough,2013,Male,Prostate,44,26.7
Northland,2013,Male,Prostate,28,16.1
South Canterbury,2013,Male,Prostate,10,14.7
Southern,2013,Male,Prostate,54,18.7
Tairawhiti,2013,Male,Prostate,10,28.1
Taranaki,2013,Male,Prostate,29,25.3
Waikato,2013,Male,Prostate,80,24.9
Wairarapa,2013,Male,Prostate,6,13.7
Waitemata,2013,Male,Prostate,58,13.8
West Coast,2013,Male,Prostate,2,0.0
Whanganui,2013,Male,Prostate,10,13.9
All New Zealand,2013,Male,Stomach,176,5.3
Auckland,2013,Male,Stomach,15,5.5
Bay of Plenty,2013,Male,Stomach,8,4.2
Canterbury,2013,Male,Stomach,16,4.2
Capital & Coast,2013,Male,Stomach,13,6.8
Counties Manukau,2013,Male,Stomach,15,5.2
Hawke's Bay,2013,Male,Stomach,3,0.0
Hutt Valley,2013,Male,Stomach,7,7.3
Lakes,2013,Male,Stomach,7,8.8
MidCentral,2013,Male,Stomach,12,9.1
Nelson Marlborough,2013,Male,Stomach,3,0.0
Northland,2013,Male,Stomach,9,5.5
South Canterbury,2013,Male,Stomach,1,0.0
Southern,2013,Male,Stomach,13,4.8
Tairawhiti,2013,Male,Stomach,1,0.0
Taranaki,2013,Male,Stomach,8,7.4
Waikato,2013,Male,Stomach,16,5.5
Wairarapa,2013,Male,Stomach,3,0.0
Waitemata,2013,Male,Stomach,19,4.8
West Coast,2013,Male,Stomach,2,0.0
Whanganui,2013,Male,Stomach,5,0.0
All New Zealand,2014,Male,Brain,143,4.8
Auckland,2014,Male,Brain,16,6.3
Bay of Plenty,2014,Male,Brain,6,2.7
Canterbury,2014,Male,Brain,15,4.2
Capital & Coast,2014,Male,Brain,6,3.5
Counties Manukau,2014,Male,Brain,6,2.1
Hawke's Bay,2014,Male,Brain,12,11.7
Hutt Valley,2014,Male,Brain,5,0.0
Lakes,2014,Male,Brain,3,0.0
MidCentral,2014,Male,Brain,8,7.3
Nelson Marlborough,2014,Male,Brain,3,0.0
Northland,2014,Male,Brain,5,0.0
South Canterbury,2014,Male,Brain,2,0.0
Southern,2014,Male,Brain,10,3.9
Tairawhiti,2014,Male,Brain,2,0.0
Taranaki,2014,Male,Brain,3,0.0
Waikato,2014,Male,Brain,15,5.6
Wairarapa,2014,Male,Brain,2,0.0
Waitemata,2014,Male,Brain,21,5.6
West Coast,2014,Male,Brain,2,0.0
Whanganui,2014,Male,Brain,1,0.0
All New Zealand,2014,Male,Colorectal,635,18.0
Auckland,2014,Male,Colorectal,50,17.9
Bay of Plenty,2014,Male,Colorectal,32,15.5
Canterbury,2014,Male,Colorectal,86,20.9
Capital & Coast,2014,Male,Colorectal,37,18.9
Counties Manukau,2014,Male,Colorectal,42,13.8
Hawke's Bay,2014,Male,Colorectal,22,15.0
Hutt Valley,2014,Male,Colorectal,16,14.6
Lakes,2014,Male,Colorectal,12,14.0
MidCentral,2014,Male,Colorectal,28,20.9
Nelson Marlborough,2014,Male,Colorectal,22,15.4
Northland,2014,Male,Colorectal,32,21.4
South Canterbury,2014,Male,Colorectal,13,21.2
Southern,2014,Male,Colorectal,75,27.3
Tairawhiti,2014,Male,Colorectal,10,27.0
Taranaki,2014,Male,Colorectal,18,17.6
Waikato,2014,Male,Colorectal,53,17.0
Wairarapa,2014,Male,Colorectal,5,0.0
Waitemata,2014,Male,Colorectal,74,18.4
West Coast,2014,Male,Colorectal,2,0.0
Whanganui,2014,Male,Colorectal,6,9.3
All New Zealand,2014,Male,Leukaemia,180,5.5
Auckland,2014,Male,Leukaemia,12,4.3
Bay of Plenty,2014,Male,Leukaemia,5,0.0
Canterbury,2014,Male,Leukaemia,28,6.9
Capital & Coast,2014,Male,Leukaemia,9,5.2
Counties Manukau,2014,Male,Leukaemia,12,4.2
Hawke's Bay,2014,Male,Leukaemia,8,5.7
Hutt Valley,2014,Male,Leukaemia,6,7.2
Lakes,2014,Male,Leukaemia,3,0.0
MidCentral,2014,Male,Leukaemia,10,7.6
Nelson Marlborough,2014,Male,Leukaemia,5,0.0
Northland,2014,Male,Leukaemia,6,5.0
South Canterbury,2014,Male,Leukaemia,8,15.7
Southern,2014,Male,Leukaemia,16,6.2
Taranaki,2014,Male,Leukaemia,6,6.6
Waikato,2014,Male,Leukaemia,16,5.7
Wairarapa,2014,Male,Leukaemia,4,0.0
Waitemata,2014,Male,Leukaemia,20,5.5
West Coast,2014,Male,Leukaemia,2,0.0
Whanganui,2014,Male,Leukaemia,4,0.0
All New Zealand,2014,Male,Liver,165,5.0
Auckland,2014,Male,Liver,22,8.1
Bay of Plenty,2014,Male,Liver,10,4.4
Canterbury,2014,Male,Liver,19,4.8
Capital & Coast,2014,Male,Liver,5,0.0
Counties Manukau,2014,Male,Liver,27,9.1
Hawke's Bay,2014,Male,Liver,7,5.2
Hutt Valley,2014,Male,Liver,3,0.0
Lakes,2014,Male,Liver,4,0.0
MidCentral,2014,Male,Liver,4,0.0
Nelson Marlborough,2014,Male,Liver,7,4.8
Northland,2014,Male,Liver,9,6.2
South Canterbury,2014,Male,Liver,2,0.0
Southern,2014,Male,Liver,8,3.4
Tairawhiti,2014,Male,Liver,1,0.0
Taranaki,2014,Male,Liver,5,0.0
Waikato,2014,Male,Liver,15,5.2
Wairarapa,2014,Male,Liver,2,0.0
Waitemata,2014,Male,Liver,12,3.0
West Coast,2014,Male,Liver,2,0.0
Whanganui,2014,Male,Liver,1,0.0
All New Zealand,2014,Male,Lung,887,25.3
Auckland,2014,Male,Lung,62,22.3
Bay of Plenty,2014,Male,Lung,59,27.6
Canterbury,2014,Male,Lung,112,26.9
Capital & Coast,2014,Male,Lung,41,19.8
Counties Manukau,2014,Male,Lung,81,27.0
Hawke's Bay,2014,Male,Lung,48,33.7
Hutt Valley,2014,Male,Lung,21,19.5
Lakes,2014,Male,Lung,26,29.9
MidCentral,2014,Male,Lung,31,21.1
Nelson Marlborough,2014,Male,Lung,26,17.7
Northland,2014,Male,Lung,43,27.5
South Canterbury,2014,Male,Lung,7,13.4
Southern,2014,Male,Lung,63,24.3
Tairawhiti,2014,Male,Lung,13,38.8
Taranaki,2014,Male,Lung,33,33.1
Waikato,2014,Male,Lung,72,23.2
Wairarapa,2014,Male,Lung,10,24.4
Waitemata,2014,Male,Lung,108,26.5
West Coast,2014,Male,Lung,10,32.8
Whanganui,2014,Male,Lung,21,35.8
All New Zealand,2014,Male,Melanoma,235,6.8
Auckland,2014,Male,Melanoma,17,6.1
Bay of Plenty,2014,Male,Melanoma,19,8.8
Canterbury,2014,Male,Melanoma,31,7.4
Capital & Coast,2014,Male,Melanoma,13,6.2
Counties Manukau,2014,Male,Melanoma,20,6.6
Hawke's Bay,2014,Male,Melanoma,15,10.5
Hutt Valley,2014,Male,Melanoma,4,0.0
Lakes,2014,Male,Melanoma,8,9.8
MidCentral,2014,Male,Melanoma,11,7.4
Nelson Marlborough,2014,Male,Melanoma,7,4.5
Northland,2014,Male,Melanoma,12,7.5
South Canterbury,2014,Male,Melanoma,2,0.0
Southern,2014,Male,Melanoma,13,5.0
Tairawhiti,2014,Male,Melanoma,2,0.0
Taranaki,2014,Male,Melanoma,4,0.0
Waikato,2014,Male,Melanoma,18,5.9
Wairarapa,2014,Male,Melanoma,1,0.0
Waitemata,2014,Male,Melanoma,30,7.8
West Coast,2014,Male,Melanoma,3,0.0
Whanganui,2014,Male,Melanoma,5,0.0
All New Zealand,2014,Male,Non-Hodgkin lymphoma,181,5.0
Auckland,2014,Male,Non-Hodgkin lymphoma,11,3.8
Bay of Plenty,2014,Male,Non-Hodgkin lymphoma,14,6.0
Canterbury,2014,Male,Non-Hodgkin lymphoma,25,5.5
Capital & Coast,2014,Male,Non-Hodgkin lymphoma,8,4.0
Counties Manukau,2014,Male,Non-Hodgkin lymphoma,12,3.9
Hawke's Bay,2014,Male,Non-Hodgkin lymphoma,7,4.4
Hutt Valley,2014,Male,Non-Hodgkin lymphoma,4,0.0
Lakes,2014,Male,Non-Hodgkin lymphoma,4,0.0
MidCentral,2014,Male,Non-Hodgkin lymphoma,8,4.9
Nelson Marlborough,2014,Male,Non-Hodgkin lymphoma,11,7.3
Northland,2014,Male,Non-Hodgkin lymphoma,6,3.4
South Canterbury,2014,Male,Non-Hodgkin lymphoma,4,0.0
Southern,2014,Male,Non-Hodgkin lymphoma,11,4.0
Tairawhiti,2014,Male,Non-Hodgkin lymphoma,1,0.0
Taranaki,2014,Male,Non-Hodgkin lymphoma,10,10.0
Waikato,2014,Male,Non-Hodgkin lymphoma,23,7.4
Wairarapa,2014,Male,Non-Hodgkin lymphoma,3,0.0
Waitemata,2014,Male,Non-Hodgkin lymphoma,16,4.1
West Coast,2014,Male,Non-Hodgkin lymphoma,1,0.0
Whanganui,2014,Male,Non-Hodgkin lymphoma,2,0.0
All New Zealand,2014,Male,Pancreas,246,7.1
Auckland,2014,Male,Pancreas,15,5.2
Bay of Plenty,2014,Male,Pancreas,21,11.3
Canterbury,2014,Male,Pancreas,23,5.7
Capital & Coast,2014,Male,Pancreas,12,6.1
Counties Manukau,2014,Male,Pancreas,21,7.1
Hawke's Bay,2014,Male,Pancreas,9,5.6
Hutt Valley,2014,Male,Pancreas,8,8.6
Lakes,2014,Male,Pancreas,3,0.0
MidCentral,2014,Male,Pancreas,10,6.4
Nelson Marlborough,2014,Male,Pancreas,10,7.1
Northland,2014,Male,Pancreas,20,12.8
South Canterbury,2014,Male,Pancreas,8,13.4
Southern,2014,Male,Pancreas,18,7.1
Tairawhiti,2014,Male,Pancreas,4,0.0
Taranaki,2014,Male,Pancreas,6,6.4
Waikato,2014,Male,Pancreas,18,5.8
Wairarapa,2014,Male,Pancreas,3,0.0
Waitemata,2014,Male,Pancreas,29,7.2
West Coast,2014,Male,Pancreas,3,0.0
Whanganui,2014,Male,Pancreas,5,0.0
All New Zealand,2014,Male,Prostate,651,17.0
Auckland,2014,Male,Prostate,36,12.5
Bay of Plenty,2014,Male,Prostate,43,17.3
Canterbury,2014,Male,Prostate,73,15.8
Capital & Coast,2014,Male,Prostate,32,15.0
Counties Manukau,2014,Male,Prostate,36,11.8
Hawke's Bay,2014,Male,Prostate,30,18.3
Hutt Valley,2014,Male,Prostate,17,14.6
Lakes,2014,Male,Prostate,25,27.8
MidCentral,2014,Male,Prostate,29,18.0
Nelson Marlborough,2014,Male,Prostate,23,14.4
Northland,2014,Male,Prostate,26,14.7
South Canterbury,2014,Male,Prostate,11,15.8
Southern,2014,Male,Prostate,66,23.0
Tairawhiti,2014,Male,Prostate,10,26.7
Taranaki,2014,Male,Prostate,24,20.2
Waikato,2014,Male,Prostate,70,20.8
Wairarapa,2014,Male,Prostate,12,23.7
Waitemata,2014,Male,Prostate,65,14.9
West Coast,2014,Male,Prostate,5,0.0
Whanganui,2014,Male,Prostate,18,26.6
All New Zealand,2014,Male,Stomach,181,5.3
Auckland,2014,Male,Stomach,17,6.1
Bay of Plenty,2014,Male,Stomach,9,4.0
Canterbury,2014,Male,Stomach,16,3.8
Capital & Coast,2014,Male,Stomach,12,6.2
Counties Manukau,2014,Male,Stomach,20,6.9
Hawke's Bay,2014,Male,Stomach,6,4.3
Hutt Valley,2014,Male,Stomach,7,7.3
Lakes,2014,Male,Stomach,3,0.0
MidCentral,2014,Male,Stomach,6,4.0
Nelson Marlborough,2014,Male,Stomach,5,0.0
Northland,2014,Male,Stomach,9,5.3
South Canterbury,2014,Male,Stomach,1,0.0
Southern,2014,Male,Stomach,13,4.8
Tairawhiti,2014,Male,Stomach,3,0.0
Taranaki,2014,Male,Stomach,4,0.0
Waikato,2014,Male,Stomach,15,5.2
Wairarapa,2014,Male,Stomach,2,0.0
Waitemata,2014,Male,Stomach,23,5.9
West Coast,2014,Male,Stomach,3,0.0
Whanganui,2014,Male,Stomach,7,11.7
All New Zealand,2015,Male,Brain,137,4.3
Auckland,2015,Male,Brain,13,4.8
Bay of Plenty,2015,Male,Brain,10,5.6
Canterbury,2015,Male,Brain,21,5.8
Capital & Coast,2015,Male,Brain,9,4.6
Counties Manukau,2015,Male,Brain,6,2.0
Hawke's Bay,2015,Male,Brain,6,4.7
Hutt Valley,2015,Male,Brain,5,0.0
Lakes,2015,Male,Brain,8,10.2
MidCentral,2015,Male,Brain,3,0.0
Nelson Marlborough,2015,Male,Brain,5,0.0
Northland,2015,Male,Brain,8,6.4
South Canterbury,2015,Male,Brain,2,0.0
Southern,2015,Male,Brain,11,4.9
Taranaki,2015,Male,Brain,3,0.0
Waikato,2015,Male,Brain,13,4.7
Wairarapa,2015,Male,Brain,1,0.0
Waitemata,2015,Male,Brain,12,3.0
Whanganui,2015,Male,Brain,1,0.0
All New Zealand,2015,Male,Colorectal,677,18.6
Auckland,2015,Male,Colorectal,43,14.7
Bay of Plenty,2015,Male,Colorectal,37,16.2
Canterbury,2015,Male,Colorectal,78,17.7
Capital & Coast,2015,Male,Colorectal,28,14.0
Counties Manukau,2015,Male,Colorectal,50,15.9
Hawke's Bay,2015,Male,Colorectal,31,21.7
Hutt Valley,2015,Male,Colorectal,21,18.2
Lakes,2015,Male,Colorectal,12,14.3
MidCentral,2015,Male,Colorectal,35,22.2
Nelson Marlborough,2015,Male,Colorectal,33,23.7
Northland,2015,Male,Colorectal,33,20.6
South Canterbury,2015,Male,Colorectal,12,19.6
Southern,2015,Male,Colorectal,72,26.1
Tairawhiti,2015,Male,Colorectal,8,22.0
Taranaki,2015,Male,Colorectal,23,23.7
Waikato,2015,Male,Colorectal,53,16.7
Wairarapa,2015,Male,Colorectal,12,25.0
Waitemata,2015,Male,Colorectal,75,18.2
West Coast,2015,Male,Colorectal,7,20.3
Whanganui,2015,Male,Colorectal,14,22.6
All New Zealand,2015,Male,Leukaemia,208,5.9
Auckland,2015,Male,Leukaemia,16,5.9
Bay of Plenty,2015,Male,Leukaemia,13,5.0
Canterbury,2015,Male,Leukaemia,27,6.2
Capital & Coast,2015,Male,Leukaemia,10,4.8
Counties Manukau,2015,Male,Leukaemia,15,5.2
Hawke's Bay,2015,Male,Leukaemia,13,8.2
Hutt Valley,2015,Male,Leukaemia,4,0.0
Lakes,2015,Male,Leukaemia,6,8.6
MidCentral,2015,Male,Leukaemia,8,6.1
Nelson Marlborough,2015,Male,Leukaemia,10,6.2
Northland,2015,Male,Leukaemia,8,4.3
South Canterbury,2015,Male,Leukaemia,3,0.0
Southern,2015,Male,Leukaemia,21,7.6
Tairawhiti,2015,Male,Leukaemia,4,0.0
Taranaki,2015,Male,Leukaemia,5,0.0
Waikato,2015,Male,Leukaemia,21,7.3
Waitemata,2015,Male,Leukaemia,19,5.0
West Coast,2015,Male,Leukaemia,2,0.0
Whanganui,2015,Male,Leukaemia,3,0.0
All New Zealand,2015,Male,Liver,193,5.7
Auckland,2015,Male,Liver,20,7.3
Bay of Plenty,2015,Male,Liver,9,4.5
Canterbury,2015,Male,Liver,20,4.6
Capital & Coast,2015,Male,Liver,9,4.8
Counties Manukau,2015,Male,Liver,31,10.0
Hawke's Bay,2015,Male,Liver,5,0.0
Hutt Valley,2015,Male,Liver,5,0.0
Lakes,2015,Male,Liver,6,6.8
MidCentral,2015,Male,Liver,5,0.0
Nelson Marlborough,2015,Male,Liver,9,6.0
Northland,2015,Male,Liver,10,7.1
South Canterbury,2015,Male,Liver,5,0.0
Southern,2015,Male,Liver,13,4.9
Tairawhiti,2015,Male,Liver,3,0.0
Taranaki,2015,Male,Liver,6,7.0
Waikato,2015,Male,Liver,20,6.8
Wairarapa,2015,Male,Liver,1,0.0
Waitemata,2015,Male,Liver,11,2.8
West Coast,2015,Male,Liver,2,0.0
Whanganui,2015,Male,Liver,3,0.0
All New Zealand,2015,Male,Lung,951,26.3
Auckland,2015,Male,Lung,60,20.8
Bay of Plenty,2015,Male,Lung,74,34.0
Canterbury,2015,Male,Lung,100,22.9
Capital & Coast,2015,Male,Lung,42,21.1
Counties Manukau,2015,Male,Lung,106,33.7
Hawke's Bay,2015,Male,Lung,47,32.2
Hutt Valley,2015,Male,Lung,23,22.6
Lakes,2015,Male,Lung,32,38.3
MidCentral,2015,Male,Lung,38,24.0
Nelson Marlborough,2015,Male,Lung,34,21.2
Northland,2015,Male,Lung,48,30.4
South Canterbury,2015,Male,Lung,18,25.4
Southern,2015,Male,Lung,64,23.7
Tairawhiti,2015,Male,Lung,11,32.4
Taranaki,2015,Male,Lung,29,28.7
Waikato,2015,Male,Lung,108,33.7
Wairarapa,2015,Male,Lung,6,12.0
Waitemata,2015,Male,Lung,77,18.4
West Coast,2015,Male,Lung,10,31.4
Whanganui,2015,Male,Lung,24,39.3
All New Zealand,2015,Male,Melanoma,255,7.2
Auckland,2015,Male,Melanoma,21,7.5
Bay of Plenty,2015,Male,Melanoma,16,6.9
Canterbury,2015,Male,Melanoma,23,5.5
Capital & Coast,2015,Male,Melanoma,10,4.9
Counties Manukau,2015,Male,Melanoma,17,5.5
Hawke's Bay,2015,Male,Melanoma,12,8.5
Hutt Valley,2015,Male,Melanoma,4,0.0
Lakes,2015,Male,Melanoma,8,9.5
MidCentral,2015,Male,Melanoma,12,7.5
Nelson Marlborough,2015,Male,Melanoma,6,3.7
Northland,2015,Male,Melanoma,12,6.6
South Canterbury,2015,Male,Melanoma,2,0.0
Southern,2015,Male,Melanoma,25,9.7
Tairawhiti,2015,Male,Melanoma,3,0.0
Taranaki,2015,Male,Melanoma,16,15.7
Waikato,2015,Male,Melanoma,25,7.9
Wairarapa,2015,Male,Melanoma,4,0.0
Waitemata,2015,Male,Melanoma,32,8.0
West Coast,2015,Male,Melanoma,3,0.0
Whanganui,2015,Male,Melanoma,4,0.0
All New Zealand,2015,Male,Non-Hodgkin lymphoma,167,4.7
Auckland,2015,Male,Non-Hodgkin lymphoma,8,2.6
Bay of Plenty,2015,Male,Non-Hodgkin lymphoma,11,5.8
Canterbury,2015,Male,Non-Hodgkin lymphoma,24,5.8
Capital & Coast,2015,Male,Non-Hodgkin lymphoma,10,4.9
Counties Manukau,2015,Male,Non-Hodgkin lymphoma,12,3.8
Hawke's Bay,2015,Male,Non-Hodgkin lymphoma,7,4.7
Hutt Valley,2015,Male,Non-Hodgkin lymphoma,5,0.0
Lakes,2015,Male,Non-Hodgkin lymphoma,10,11.8
MidCentral,2015,Male,Non-Hodgkin lymphoma,6,4.5
Nelson Marlborough,2015,Male,Non-Hodgkin lymphoma,5,0.0
Northland,2015,Male,Non-Hodgkin lymphoma,12,7.4
South Canterbury,2015,Male,Non-Hodgkin lymphoma,4,0.0
Southern,2015,Male,Non-Hodgkin lymphoma,16,6.1
Tairawhiti,2015,Male,Non-Hodgkin lymphoma,2,0.0
Taranaki,2015,Male,Non-Hodgkin lymphoma,3,0.0
Waikato,2015,Male,Non-Hodgkin lymphoma,10,3.9
Wairarapa,2015,Male,Non-Hodgkin lymphoma,3,0.0
Waitemata,2015,Male,Non-Hodgkin lymphoma,18,4.3
Whanganui,2015,Male,Non-Hodgkin lymphoma,1,0.0
All New Zealand,2015,Male,Pancreas,236,6.6
Auckland,2015,Male,Pancreas,11,4.0
Bay of Plenty,2015,Male,Pancreas,9,4.2
Canterbury,2015,Male,Pancreas,24,5.7
Capital & Coast,2015,Male,Pancreas,11,5.3
Counties Manukau,2015,Male,Pancreas,30,9.6
Hawke's Bay,2015,Male,Pancreas,8,4.9
Hutt Valley,2015,Male,Pancreas,6,4.8
Lakes,2015,Male,Pancreas,5,0.0
MidCentral,2015,Male,Pancreas,10,5.9
Nelson Marlborough,2015,Male,Pancreas,14,8.6
Northland,2015,Male,Pancreas,14,8.8
South Canterbury,2015,Male,Pancreas,6,9.3
Southern,2015,Male,Pancreas,12,4.7
Tairawhiti,2015,Male,Pancreas,1,0.0
Taranaki,2015,Male,Pancreas,7,6.7
Waikato,2015,Male,Pancreas,31,10.1
Wairarapa,2015,Male,Pancreas,3,0.0
Waitemata,2015,Male,Pancreas,26,6.4
West Coast,2015,Male,Pancreas,4,0.0
Whanganui,2015,Male,Pancreas,4,0.0
All New Zealand,2015,Male,Prostate,646,16.1
Auckland,2015,Male,Prostate,44,14.1
Bay of Plenty,2015,Male,Prostate,38,14.5
Canterbury,2015,Male,Prostate,69,14.5
Capital & Coast,2015,Male,Prostate,34,15.4
Counties Manukau,2015,Male,Prostate,50,15.6
Hawke's Bay,2015,Male,Prostate,31,18.2
Hutt Valley,2015,Male,Prostate,18,15.3
Lakes,2015,Male,Prostate,14,15.3
MidCentral,2015,Male,Prostate,24,13.3
Nelson Marlborough,2015,Male,Prostate,35,20.3
Northland,2015,Male,Prostate,23,12.4
South Canterbury,2015,Male,Prostate,10,12.8
Southern,2015,Male,Prostate,55,18.2
Tairawhiti,2015,Male,Prostate,7,17.3
Taranaki,2015,Male,Prostate,33,27.5
Waikato,2015,Male,Prostate,60,17.0
Wairarapa,2015,Male,Prostate,5,0.0
Waitemata,2015,Male,Prostate,76,17.2
West Coast,2015,Male,Prostate,12,34.4
Whanganui,2015,Male,Prostate,8,11.7
All New Zealand,2015,Male,Stomach,151,4.3
Auckland,2015,Male,Stomach,7,2.5
Bay of Plenty,2015,Male,Stomach,7,4.2
Canterbury,2015,Male,Stomach,20,4.4
Capital & Coast,2015,Male,Stomach,5,0.0
Counties Manukau,2015,Male,Stomach,20,6.8
Hawke's Bay,2015,Male,Stomach,8,6.7
Hutt Valley,2015,Male,Stomach,2,0.0
Lakes,2015,Male,Stomach,5,0.0
MidCentral,2015,Male,Stomach,6,4.1
Nelson Marlborough,2015,Male,Stomach,7,5.3
Northland,2015,Male,Stomach,10,6.4
South Canterbury,2015,Male,Stomach,2,0.0
Southern,2015,Male,Stomach,12,4.2
Tairawhiti,2015,Male,Stomach,3,0.0
Taranaki,2015,Male,Stomach,5,0.0
Waikato,2015,Male,Stomach,13,4.2
Waitemata,2015,Male,Stomach,15,3.8
West Coast,2015,Male,Stomach,2,0.0
Whanganui,2015,Male,Stomach,2,0.0
All New Zealand,2016,Male,Brain,175,5.6
Auckland,2016,Male,Brain,12,4.3
Bay of Plenty,2016,Male,Brain,11,6.1
Canterbury,2016,Male,Brain,21,5.4
Capital & Coast,2016,Male,Brain,4,0.0
Counties Manukau,2016,Male,Brain,14,4.6
Hawke's Bay,2016,Male,Brain,10,8.3
Hutt Valley,2016,Male,Brain,7,6.6
Lakes,2016,Male,Brain,3,0.0
MidCentral,2016,Male,Brain,8,8.0
Nelson Marlborough,2016,Male,Brain,5,0.0
Northland,2016,Male,Brain,9,8.4
South Canterbury,2016,Male,Brain,2,0.0
Southern,2016,Male,Brain,15,8.0
Tairawhiti,2016,Male,Brain,1,0.0
Taranaki,2016,Male,Brain,6,8.1
Waikato,2016,Male,Brain,17,6.5
Waitemata,2016,Male,Brain,24,6.4
West Coast,2016,Male,Brain,3,0.0
Whanganui,2016,Male,Brain,3,0.0
All New Zealand,2016,Male,Colorectal,639,17.0
Auckland,2016,Male,Colorectal,32,10.7
Bay of Plenty,2016,Male,Colorectal,34,14.3
Canterbury,2016,Male,Colorectal,74,17.1
Capital & Coast,2016,Male,Colorectal,30,14.2
Counties Manukau,2016,Male,Colorectal,54,16.6
Hawke's Bay,2016,Male,Colorectal,29,18.9
Hutt Valley,2016,Male,Colorectal,22,19.3
Lakes,2016,Male,Colorectal,15,16.5
MidCentral,2016,Male,Colorectal,38,25.1
Nelson Marlborough,2016,Male,Colorectal,26,15.8
Northland,2016,Male,Colorectal,39,22.9
South Canterbury,2016,Male,Colorectal,13,18.2
Southern,2016,Male,Colorectal,61,21.3
Tairawhiti,2016,Male,Colorectal,7,17.3
Taranaki,2016,Male,Colorectal,16,15.6
Waikato,2016,Male,Colorectal,64,19.8
Wairarapa,2016,Male,Colorectal,6,13.9
Waitemata,2016,Male,Colorectal,62,14.6
West Coast,2016,Male,Colorectal,7,20.6
Whanganui,2016,Male,Colorectal,10,19.6
All New Zealand,2016,Male,Leukaemia,215,5.9
Auckland,2016,Male,Leukaemia,11,3.7
Bay of Plenty,2016,Male,Leukaemia,10,5.4
Canterbury,2016,Male,Leukaemia,25,6.2
Capital & Coast,2016,Male,Leukaemia,15,6.8
Counties Manukau,2016,Male,Leukaemia,14,4.3
Hawke's Bay,2016,Male,Leukaemia,12,7.9
Hutt Valley,2016,Male,Leukaemia,4,0.0
Lakes,2016,Male,Leukaemia,9,11.0
MidCentral,2016,Male,Leukaemia,7,4.4
Nelson Marlborough,2016,Male,Leukaemia,5,0.0
Northland,2016,Male,Leukaemia,14,8.5
South Canterbury,2016,Male,Leukaemia,5,0.0
Southern,2016,Male,Leukaemia,17,6.4
Tairawhiti,2016,Male,Leukaemia,7,18.1
Taranaki,2016,Male,Leukaemia,7,7.2
Waikato,2016,Male,Leukaemia,16,5.2
Waitemata,2016,Male,Leukaemia,32,7.9
West Coast,2016,Male,Leukaemia,2,0.0
Whanganui,2016,Male,Leukaemia,3,0.0
All New Zealand,2016,Male,Liver,185,5.2
Auckland,2016,Male,Liver,24,8.1
Bay of Plenty,2016,Male,Liver,4,0.0
Canterbury,2016,Male,Liver,16,3.7
Capital & Coast,2016,Male,Liver,12,5.8
Counties Manukau,2016,Male,Liver,22,6.9
Hawke's Bay,2016,Male,Liver,9,7.7
Hutt Valley,2016,Male,Liver,6,5.0
Lakes,2016,Male,Liver,6,7.4
MidCentral,2016,Male,Liver,7,5.7
Nelson Marlborough,2016,Male,Liver,4,0.0
Northland,2016,Male,Liver,10,6.5
South Canterbury,2016,Male,Liver,3,0.0
Southern,2016,Male,Liver,10,3.5
Tairawhiti,2016,Male,Liver,4,0.0
Taranaki,2016,Male,Liver,6,6.1
Waikato,2016,Male,Liver,16,5.0
Wairarapa,2016,Male,Liver,3,0.0
Waitemata,2016,Male,Liver,20,5.0
West Coast,2016,Male,Liver,3,0.0
All New Zealand,2016,Male,Lung,936,25.1
Auckland,2016,Male,Lung,66,22.1
Bay of Plenty,2016,Male,Lung,61,29.0
Canterbury,2016,Male,Lung,108,24.2
Capital & Coast,2016,Male,Lung,46,22.3
Counties Manukau,2016,Male,Lung,75,22.9
Hawke's Bay,2016,Male,Lung,46,31.5
Hutt Valley,2016,Male,Lung,28,25.4
Lakes,2016,Male,Lung,28,32.8
MidCentral,2016,Male,Lung,37,22.7
Nelson Marlborough,2016,Male,Lung,42,26.1
Northland,2016,Male,Lung,63,36.6
South Canterbury,2016,Male,Lung,11,15.9
Southern,2016,Male,Lung,70,25.0
Tairawhiti,2016,Male,Lung,9,23.8
Taranaki,2016,Male,Lung,32,30.0
Waikato,2016,Male,Lung,87,27.0
Wairarapa,2016,Male,Lung,11,21.0
Waitemata,2016,Male,Lung,92,21.7
West Coast,2016,Male,Lung,7,20.9
